sentence_id	translation	translator	sameEdition
CicMil-D-40-338	que a este Tito Furfânio aqui presente - e que homem, deuses imortais!	José Dejalma Dezotti	FALSE
CicMil-D-40-339	(Pois o que vou eu dizer sobre a jovem mulher Escância, o que sobre o jovem Públio Apônio?	José Dejalma Dezotti	TRUE
CicMil-D-40-340	A ambos ele fez ameaças de morte, se não lhs cedessem a propriedade dos jardins); mas a Tito Furfânio ele ousou dizer que, se não lhe desse todo o dinheiro que pedia, levaria um homem morto à casa dele, para fosse despertado um ódio contra um tal homem; que despojou da posse de sua fazenda a seu irmão Ápio, homem ligado a mim por uma muito leal amizade, estando este ausente. que decidiu levantar de tal modo uma parede pelo vestíbulo da casa de sua irmã, fazer de tal modo as fundações que privaria sua irmã não só do vestíbulo, mas de todo acesso e entrada.”	José Dejalma Dezotti	TRUE
CicMil-D-40-341	Entretanto, essas coisas, na verdade, pareciam já toleráveis, embora estivesse irrompendo de modo igual contra a república, contra os particulares, contra os que estavam longe, contra os que estavam perto, contra os estranhos, contra os seus, mas não sei como a incrível paciência da cidade, pelo hábito, já se ia ficando dura e ficando calejada: mas, de que modo teríeis podido rechaçar ou suportar os males que se tornavam presentes e que vos ameaçavam,	José Dejalma Dezotti	TRUE
CicMil-D-40-342	se ele tivesse obtido poder supremo? Não vou falar dos nossos aliados, das nações estrangeiras, dos reis, dos tetrarcas; pois vós teríeis feito votos para que ele se lançasse contra esses antes que contra as vossas propriedades, vossos tetos, vossas riquezas: riquezas eu digo?	José Dejalma Dezotti	TRUE
CicMil-D-40-343	Pelo deus da boa-fé, aquele nunca teria coibido seus desenfreado desejos perante vossos filhos e vossas esposas.	José Dejalma Dezotti	TRUE
CicMil-D-40-344	Vós julgais que são inventadas essas coisas que são evidentes, que são conhecidas de todos, que são provadas, que ele teria recrutado na cidade um exército de escravos, através dos quais ele se apoderava de toda a república e dos bens particulares de todos?	José Dejalma Dezotti	TRUE
CicMil-D-40-345	Por esse motivo, se Tito Ânio gritava, segurando sua espada ensanguentada: “Vinde aqui, eu vos peço, e ouvi, cidadãos!	José Dejalma Dezotti	TRUE
CicMil-D-40-346	Matei Públio Clódio; com esta espada e com esta destra afastei de vossos pescoços suas loucuras que já não conseguíamos refrear com nenhumas leis, com nenhuns julgamentos; de modo que graças a mim somente permaneciam na cidade o direito, a equidade, as leis, a liberdade, o pudor, a castidade”, era, por certo, de se temer como a cidade receberia isso!	José Dejalma Dezotti	TRUE
CicMil-D-40-347	Pois agora quem há que não aprove, quem há que não louve, quem há que não diga e não pense que, desde a lembrança dos homens, Tito Ânio sozinho foi muitíssimo mais útil à república, proporcionou a maior alegria ao povo romano, à Itália toda, a todas as nações?	José Dejalma Dezotti	TRUE
CicMil-D-40-348	Eu não posso julgar quão grandes foram aquelas antigas alegrias do povo romano: contudo, a nossa geração já viu muitas vitórias brilhantíssimas dos maiores generais, dentre as quais nenhuma trouxe uma alegria nem tão duradoura nem tão grande.	José Dejalma Dezotti	TRUE
CicMil-D-40-349	Guardai isso em vossa memória, juízes.	José Dejalma Dezotti	TRUE
CicMil-D-40-350	Espero que vós e vossos filhos vereis muitas coisas boas na república: em cada um desses acontecimentos pensareis sempre assim, com Clódio vivo, não irieis ver nada disso.	José Dejalma Dezotti	TRUE
CicMil-D-40-351	Nós fomos levados à maior esperança e, como confio, muito verdadeira de que este ano mesmo será salutar para a cidade, com este grande homem sendo cônsul, com a devassidão dos homens reprimida, com as ambições dissipadas, com as leis e julgamentos instaurados.	José Dejalma Dezotti	TRUE
CicMil-D-40-352	Acaso, portanto, existe alguém tão insensato que julgará que sido poderia acontecer com Públio Clódio vivo?	José Dejalma Dezotti	TRUE
CicMil-D-40-354	E esses bens que vós tendes, particulares e vossos, com esse homem louco no poder, que direito de perpétua posse poderiam ter?	José Dejalma Dezotti	TRUE
CicMil-D-40-355	Não temo, juízes, que, inflamado pelo ódio de minhas inimizades, eu pareça vomitar mais com prazer do que com verdade essas coisas contra ele.	José Dejalma Dezotti	TRUE
CicMil-D-40-356	Ainda que [esse ódio] devesse ser particular, ele era de tal modo um inimigo comum de todos que o meu ódio quase se confundia com o ódio comum.	José Dejalma Dezotti	TRUE
CicMil-D-40-357	Não pode ser dito suficientemente, nem mesmo ser pensado, o quanto de crime, o quanto de perversidade houve nele.	José Dejalma Dezotti	TRUE
CicMil-D-40-358	E mais, prestai atenção a isso, juízes.	José Dejalma Dezotti	TRUE
CicMil-D-40-359	Formai em vossos espíritos (pois nossos pensamentos são livres e contemplam as coisas que querem assim como nós distiguimos as que vemos), formai, portanto, em vosso pensamento, a imagem desta minha condição: se pudéssemos conseguir que vós absolvais Milão, mas com a condição de que Públio Clódio ressuscitasse... Por que mostrastes terror em vosso rosto?	José Dejalma Dezotti	FALSE
CicMil-D-40-360	Como ele, vivo, vos perturbaria, se, morto, vos impressionou com um vago pensamento?	José Dejalma Dezotti	TRUE
CicMil-D-40-362	E se o próprio Cneu Pompeu, que é dotado de um tal valor e fortuna que sempre pôde fazer coisas que ninguém pôde fazer, exceto ele, se ele, digo, tivesse podido propor uma investigação sobre a morte de Públio Clódio ou acordá-lo do mundo dos mortos, qual das duas coisas achais que ele iria fazer de preferência?	José Dejalma Dezotti	TRUE
CicMil-D-40-363	Ainda que ele quisesse, por causa de sua amizade, evocá-lo do mundo dos mortos, não o faria por causa da república.	José Dejalma Dezotti	TRUE
CicMil-D-40-364	Vós, portanto, estais sentados, como vingadores da morte daquele cuja vida, mesmo que julgueis que possa ser restituída por vós, não o quereis, e foi proposta uma investigação a respeito da morte desse homem, que se pudesse voltar de novo à vida por essa mesma lei, essa lei nunca teria sido proposta.	José Dejalma Dezotti	TRUE
CicMil-D-40-365	Logo, se ele fosse o assassino desse homem, ao confessar ele temeria a punição daqueles que tinha livrado?	José Dejalma Dezotti	TRUE
CicMil-D-40-366	Os homens gregos atribuem honras próprias dos deuses para os homens que mataram tiranos. Que coisas eu vi em Atenas, e em outras cidades da Grécia! Que cerimônias divinas instituídas para tais homens, que cantos, que poemas! Eles são divinizados quase que até ao culto religioso e à memória da imortalidade. Vós ao salvador de um tão grande povo, ao vingador de um tão grande crime não só não atribuireis nenhumas honras, mas ainda consentireis que seja arrastado ao suplício?	José Dejalma Dezotti	TRUE
CicMil-D-40-367	Ele confessaria, se tivesse feito, confessaria, eu digo, com grandeza de espírito e de bom grado, ter feito para a liberdade de todos o que devia não só confessar, mas até mesmo proclamar.	José Dejalma Dezotti	TRUE
CicMil-D-40-368	Pois se ele não nega um ato pelo qual não pede nada senão ser perdoado, hesitaria confessar esse pelo qual deveriam até mesmo ser solicitados os prêmios de louvor?	José Dejalma Dezotti	TRUE
CicMil-D-40-369	A não ser, na verdade, que ele ache que é mais agradável para vós ter sido defensor de sua própria vida antes que da vossa; principalmente quando, em uma tal confissão, se vós quisésseis ser agradecidos, ele alcançaria as mais amplas honras.	José Dejalma Dezotti	TRUE
CicMil-D-40-370	Mas se o ato não fosse aprovado por vós (mas como a própria salvação não poderia ser aprovada por alguém?),	José Dejalma Dezotti	TRUE
CicMil-D-40-371	mas se, apesar de tudo, a coragem de um homem valorosíssimo tivesse resultado menos grata aos cidadãos, ele, com grandeza e firmeza de espírito iria embora desta ingrata cidade.	José Dejalma Dezotti	TRUE
CicMil-D-40-372	Pois o que seria mais ingrato do que todos os demais se alegrarem e só se lamentar aquele por causa de quem todos os demais se alegravam?	José Dejalma Dezotti	TRUE
CicMil-D-40-373	No entanto, ao reprimir os traidores da pátria, nós todos sempre estivemos com este espírito: visto que a glória haveria de ser nossa, que julgássemos também nossos o perigo e o ódio.	José Dejalma Dezotti	TRUE
CicMil-D-40-374	Pois que louvor deveria ser atribuído a mim mesmo, quando, em meu consulado, eu tinha ousado tanto por vós e por vossos filhos, se eu julgasse que ousaria aquilo que eu empreendia sem as minhas maiores lutas?	José Dejalma Dezotti	TRUE
CicMil-D-40-375	Que mulher não ousaria matar um cidadão celerado e pernicioso, se não temesse o perigo?	José Dejalma Dezotti	TRUE
CicMil-D-40-376	Sendo postas diante dele o ódio, a morte, a punição, aquele que nem por isso defende a república com menos ardor, esse deve ser considerado verdadeiramente um homem.	José Dejalma Dezotti	TRUE
CicMil-D-40-377	É próprio de um povo grato obsequiar com recompensas  os cidadãos que prestaram bons serviços à república; é próprio de um homem valoroso de não se impressionar nem mesmo pelos suplícios a ponto de se arrepender de ter atuado corajosamente.	José Dejalma Dezotti	TRUE
CicMil-D-40-378	Por esse motivo Tito Ânio usaria a mesma confissão que Ahala, que Nasica, que Opímio, que Mário, que nós próprios, e, se a república fosse grata, se alegraria; se fosse ingrata, mesmo assim, e meio à sua difícil fortuna, se apoiaria em sua consciência.	José Dejalma Dezotti	TRUE
CicMil-D-40-379	Mas, juízes, a Fortuna do povo romano e a vossa felicidade e os deuses imortais consideram que o agradecimento desse benefício lhes é devido.	José Dejalma Dezotti	TRUE
CicMil-D-40-380	E, na verdade, ninguém pode julgar diferentemente, a não ser aquele que pensa que não existe nenhuma força e poder divino, aquele a quem nem a grandeza de nosso império, nem esse sol, nem o céu e o movimento dos astros, nem as vicissitudes e a ordem das coisas impressionam, nem, o que é mais importante, a sabedoria de nossos antepassados que não só eles próprios cultivaram muito religiosamente os sacrifícios, as cerimônias, os auspícios, como também os transmitiram a nós, seus descendentes.	José Dejalma Dezotti	TRUE
CicMil-D-40-381	Existe, existe essa força com toda certeza; e se não está nestes corpos e nesta nossa fraqueza alguma coisa que tenha vigor e pense, não está neste movimento tão grande e tão magnífico da natureza.	José Dejalma Dezotti	TRUE
CicMil-D-40-382	A não ser que por acaso não achem porque não aparece e não é visto; como se pudéssemos ver ou perceber claramente o que é ou onde está a nossa própria mente com a qual sabemos, com a qual prevemos, com a qual fazemos e dizemos essas mesmas coisas.	José Dejalma Dezotti	TRUE
CicMil-D-40-383	Essa mesma força, portanto, que muitas vezes propiciou a esta cidade prosperidades e recursos incríveis extinguiu e aniquilou aquela desgraça, a quem primeiramente inspirou a mente para que ousasse com sua violência irritar e provocar com a espada um homem corajosíssimo e fosse vencido por ele e se o tivesse vencido iria ter uma impunidade e uma licença eternas.	José Dejalma Dezotti	TRUE
CicMil-D-40-384	Aquele fato não foi realizado por decisão humana, juízes, nem mesmo por uma preocupação mediana dos deuses imortais.	José Dejalma Dezotti	TRUE
CicMil-D-40-385	Os próprios lugares, por hércules, que viram aquela besta feroz tombar, parecem ter-se comovido e ter mantido o seu direito naquilo.	José Dejalma Dezotti	TRUE
CicMil-D-40-386	Pois agora a vós, colinas e bosques albanos, a vós, digo, eu vos imploro e tomo como testemunhas, e a vós, altares soterrados dos albanos, companheiros dos ritos sagrados do povo romano e da mesma idade deste, os quais aquele arrojado por sua demência, depois de ter cortado e derrubado os sacratíssimos bosques, esmagara com as massas insensatas de suas construções; foi então que vossas cerimônias religiosas vigoraram, que prevaleceu a vossa força que aquele tinha manchado com todo tipo de crime; e tu, sagrado Júpiter, de teu elevado monte do Lácio, cujo lago, bosques e territórios ele tinha muitas vezes maculado com todo o tipo de abominável estupro e crime, enfim abriste os olhos para puni-lo: a vós, sim, a vós sob os vossos olhos foi paga aquela punição, tardia, mas justa e devida.	José Dejalma Dezotti	TRUE
CicMil-D-40-387	A menos que eventualmente diremos que também isso tenha ocorrido por acaso, ou seja, que, como ele tivesse travado o combate diante do próprio santuário da Boa Deusa, que fica na fazenda de Tito Sértio Gallo, jovem acima de tudo honrado e distinto, diante da própria Boa Deusa, eu digo, ele recebeu aquele primeiro ferimento pelo qual sofreu uma morte tão horrível, de modo que pareceu que ele não tinha sido absolvido naquele abominável julgamento, mas reservado para esta exemplar punição.	José Dejalma Dezotti	TRUE
CicMil-D-40-388	E, na verdade, essa mesma ira dos deuses inspirou essa loucura aos seus asseclas, de modo que, sem imagens, sem canto e jogos, sem exéquias, sem lamentos, sem louvações, sem funeral, coberto de sangue e de barro, privado da solenidade daquele dia supremo, a qual até mesmo os inimigos costumam conceder, ele foi queimado jogado no chão.	José Dejalma Dezotti	TRUE
CicMil-D-40-389	Creio não ter sido permitido pelos deuses que os retratos dos homens mais ilustres trouxessem alguma honra àquele parricida tão execrável, nem que sua morte fosse desmanchada em um lugar melhor do que naquele em que sua vida tinha sido condenada.	José Dejalma Dezotti	TRUE
CicMil-D-40-390	Pelo deus da boa-fé, já me parecia dura e cruel a fortuna do povo romano que tolerava que, durante tantos anos, aquele sujeito insultasse esta república.	José Dejalma Dezotti	TRUE
CicMil-D-40-391	Manchara com um adultério as mais sagradas cerimônias religiosas, destruíra os mais respeitáveis decretos do senado, livrara-se publicamente dos juízes com suborno, perseguira o senado em seu tribunato, anulara os feitos, por consenso de todas as ordens, pelo bem da república, me expulsara da pátria, arrebatara meus bens, incendiara minha casa, perseguira meus filhos e minha esposa, declarara uma guerra abominável a Cneu Pompeu, perpetrara matanças de magistrados e de particulares, incendiara a casa de meu irmão, devastara a Etrúria, expulsara muitos de suas casas e de suas fortunas; perseguia, ameaçava; a cidade, a Itália, as províncias, os reinos não eram capazes de conter sua loucura; já eram gravadas em sua casa leis que nos submetiam aos nossos servos; não havia nada de ninguém, que ele, ao menos, tivesse cobiçado, que não julgava que seria dele neste ano.	José Dejalma Dezotti	TRUE
CicMil-D-40-392	Ninguém fazia obstáculo às suas cogitações, exceto Milão.	José Dejalma Dezotti	TRUE
CicMil-D-40-393	Ele julgava que aquele mesmo [Pompeu], que podia fazer obstáculo estava ligado a ele graças a uma nova reconciliação; dizia que era seu o poder de César; tinha desprezado os sentimentos dos bons em minha desgraça: Só Milão o ameaçava.	José Dejalma Dezotti	TRUE
CicMil-D-40-394	Aqui os deuses imortais, como disse acima, deram idéia a este homem perverso e louco para fazer uma emboscada àquele.	José Dejalma Dezotti	TRUE
CicMil-D-40-395	Aquela peste não pôde perecer de outro modo; nunca a república estaria vingada dele com seu próprio direito.	José Dejalma Dezotti	TRUE
CicMil-D-40-396	O senado, creio eu, lhe teria posto limites, quando pretor.	José Dejalma Dezotti	TRUE
CicMil-D-40-397	Nem mesmo quando costumava fazer isso, tinha tido algum êxito em relação a esse mesmo sujeito, como simples particular.	José Dejalma Dezotti	TRUE
CicMil-D-40-398	Será que os cônsules teria sido corajosos para reprimi-lo, como pretor?	José Dejalma Dezotti	TRUE
CicMil-D-40-399	Primeiramente, com Milão morto, ele teria tido os cônsules a seu favor; depois, que cônsul teria sido corajoso perante esse sujeito, como pretor, por quem, como tribuno, ele teria se lembrado de que o valor consular tinha sido perseguido da maneira mais cruel?	José Dejalma Dezotti	TRUE
CicMil-D-40-400	Ele teria subjugado tudo, se apoderaria de tudo, manteria tudo em suas mãos; por uma lei nova, que foi encontrada na casa dele com as demais leis clodianas, ele teria feito de nossos servos seus libertos; por último, se os deuses imortais não o tivessem impelido a essa idéia, ou seja, que uma pessoa efeminada tentasse matar um homem muito valoroso, não teríeis hoje república alguma.	José Dejalma Dezotti	TRUE
CicMil-D-40-401	Será que ele, como pretor, ele, como cônsul, se, ao menos, estes templos e essas muralhas tivessem podido, estando ele vivo, manter-se de pé por tanto tempo e esperar o seu consulado, enfim, estando vivo, não teria feito nenhum mal ele, para quem, morto, um de seus asseclas incendiou a cúria?	José Dejalma Dezotti	TRUE
CicMil-D-40-402	Vimos algo mais triste, mais doloroso, mais lamentável do que isso?	José Dejalma Dezotti	TRUE
CicMil-D-40-403	O templo da santidade, da amplitude, do pensamento, do conselho público, a cabeça da cidade, o altar dos aliados, o porto de todas as nações, a sede de todo o povo concedida a uma única ordem ser queimado, ser destruído, profanado, e isso não ser feito por uma multidão ignorante, embora isso fosse em si mesmo lamentável, mas por único sujeito?	José Dejalma Dezotti	TRUE
CicMil-D-40-404	Se esse queimador de cadáveres ousou tanto por ele morto, o que não iria ousar por ele vivo como seu porta-insígnia?	José Dejalma Dezotti	TRUE
CicMil-D-40-405	Ele lançou preferivelmente [o cadáver] na cúria, para que ele, morto, incendiasse essa sede que tinha destruído, quando vivo.	José Dejalma Dezotti	TRUE
CicMil-D-40-406	E há os que lamentam a respeito da via Ápia, se calam a respeito da cúria e os que julgam que o foro podia se defender dele respirando e a cúria não resistiu ao seu cadáver?	José Dejalma Dezotti	TRUE
CicMil-D-40-407	Chamai, chamai-o, se podeis, dos mortos: detereis o ataque desse homem vivo, cujas fúrias de seu cadáver insepulto mal resistis?	José Dejalma Dezotti	TRUE
CicMil-D-40-408	A menos que realmente tendes resistido àqueles que correram com tochas à cúria, com tochas ao templo de Castor, que voejaram com espadas por todo o foro.	José Dejalma Dezotti	TRUE
CicMil-D-40-409	Vós vistes o povo romano ser massacrado, a assembléia ser dispersada violentamente por espadas, quando se estava ouvindo em silêncio Marco Célio, tribuno da plebe, homem e muito valoroso na república, muito firme na causa assumida, dedicado à vontade dos bons, à autoridade do senado, e, em meio a este ódio ou fortuna de Milão, de uma lealdade singular, divina, inacreditável.	José Dejalma Dezotti	TRUE
CicMil-D-40-410	Mas já foram ditas suficientemente muitas coisas acerca da causa e talvez fora da causa até numerosas demais.	José Dejalma Dezotti	TRUE
CicMil-D-40-411	O que me resta senão rogar-vos e suplicar-vos, juízes, que concedais a este homem valorosíssimo essa misericódia que ele próprio não implora, que eu, mesmo com ele se opondo, imploro e solicito?	José Dejalma Dezotti	TRUE
CicMil-D-40-412	Se, em meio ao pranto de todos nós, não vistes nenhuma lágrima de Milão, se vedes seu rosto sempre o mesmo, se vedes sua voz e seu discurso firmes e invariáveis, não queirais por isso tratá-lo com menos clemência: não sei se até mesmo ele deve ser muito mais ajudado.	José Dejalma Dezotti	TRUE
CicMil-D-40-413	Pois, com efeito, se nas lutas de gladiadores e na condição e fortuna de homem da mais baixa espécie costumamos odiar os temerosos e que suplicam e imploram que lhes seja permitido viver, se desejamos que se salvem os corajosos e os intrépidos, e os que se oferecem ardorosamente à morte, e se é desses que não pedem a nossa misericórdia que nós nos apiedamos mais do que aqueles que a suplicam, com quanta mais razão devemos fazer isso em relação aos mais valentes cidadão!	José Dejalma Dezotti	TRUE
CicMil-D-40-414	Na verdade, me agoniam e me matam estas palavras de Milão que ouço constantemente e com as quais convivo diariamente:	José Dejalma Dezotti	TRUE
CicMil-D-40-415	“Que fiquem bem”, diz “que fiquem bem os meus concidadãos; que estejam sãos e salvos, que sejam prósperos, que sejam felizes; que se mantenha de pé esta ilustre cidade e minha queridíssima pátria, seja o que for o modo como ela vai me tratar; que meus concidadãos, visto que não me é permitido desfrutar com eles, desfrutem eles próprios sem mim, mas por minha causa, de uma república tranquila.	José Dejalma Dezotti	TRUE
CicMil-D-40-416	Eu vou me retirar e vou partir.	José Dejalma Dezotti	TRUE
CicMil-D-40-417	Se não me for permitido usufruir de uma república boa, ao menos ficarei longe de uma má, e qualquer cidade de bons costumes e livre que eu tocar primeiro, nela terei meu descanso.	José Dejalma Dezotti	TRUE
CicMil-D-40-418	Oh, esforços” diz “empreendidos por mim em vão, oh, esperanças enganosas, oh, inúteis projetos meus!	José Dejalma Dezotti	TRUE
CicMil-D-40-419	Eu, quando, como tribuno da plebe, estando a república oprimida, me consagrei ao senado, que eu tinha encontrado aniquilado, aos cavaleiros romanos, cujas forças estavam debilitadas, aos homens de bem, que tinham perdido toda sua autoridade devido às armas de Clódio, ia achar que me faltaria algum dia o apoio dos homens de bem?	José Dejalma Dezotti	TRUE
CicMil-D-40-420	Eu, quando te devolvi à tua pátria” (pois ele fala muito frequentemente comigo) “ia achar que não haveria para mim um lugar na pátria?	José Dejalma Dezotti	TRUE
CicMil-D-40-421	Onde está agora o senado, que acompanhamos, onde aqueles cavaleiros romanos, aqueles”, diz ele, “teus partidários?	José Dejalma Dezotti	TRUE
CicMil-D-40-422	Onde os entusiasmos dos municípios, onde as vozes da Itália, onde, enfim, Marco Túlio, aquela tua famosa voz de defesa, que serviu de socorro para muitos?	José Dejalma Dezotti	TRUE
CicMil-D-40-423	Acaso só a mim, que me expus tantas vezes à morte por ti, ela não pode socorrer?”	José Dejalma Dezotti	TRUE
CicMil-D-40-424	E, na verdade, juízes, ele fala essas coisas não, como eu agora, chorando, mas com o mesmo rosto com que o vedes.	José Dejalma Dezotti	TRUE
CicMil-D-40-425	Pois ele nega, sim, nega ter feito o que fez para os cidadãos ingratos, já para os temerosos e para os que olham em torno de si todos os perigos ele não nega.	José Dejalma Dezotti	TRUE
CicMil-D-40-426	Ele lembra que fez sua a plebe e o povo mais humilde, que, sob o comando de Públio Clódio, ameaçava vossas fortunas, para que vossa vida estivesse mais segura, de sorte que não só a dobrou com sua coragem, mas também a seduziu com seus três patrimônios; e, depois de ter apaziguado a plebe com favores, não tem medo de não ter ganhado a vossa simpatia pelos singulares serviços prestados à república.	José Dejalma Dezotti	TRUE
CicMil-D-40-427	Ele diz que a benevolência do senado para com ele, nessa mesma época, foi com frequência claramente reconhecida e que, seja qual for o curso que a fortuna lhe der, levará consigo os vossos desvelos e os de vossas ordens, os vossos afetos, as vossas conversas.	José Dejalma Dezotti	FALSE
CicMil-D-40-428	Ele lembra ainda que só lhe faltou a proclamação do arauto, da qual ele de modo algum sentiu falta, mas que foi declarado cônsul com todos os votos do povo, o que desejou somente; agora, enfim, se estas armas estarão contra ele, [lembra] que é a suspeita de um crime, não a acusação de um fato, que há contra ele.	José Dejalma Dezotti	TRUE
CicMil-D-40-429	Ele acrescenta essas palavras, que certamente são verdadeiras: que os homens valorosos e sábios costumam seguir não tanto as recompensas das ações feitas corretamente quanto as próprias ações feitas corretamente; que ele, em sua vida, não fez nada que não fosse o mais ilustre, se é verdade que não há nada mais admirável para um homem do que livrar sua pátria dos perigos.	José Dejalma Dezotti	TRUE
CicMil-D-40-430	que são felizes aqueles para os quais essa ação foi motivo de honra da parte de seus concidadãos e que, no entanto, não são infelizes aqueles que venceram seus concidadãos com seu benefício.	José Dejalma Dezotti	TRUE
CicMil-D-40-431	E que, porém, dentre todas as recompensas da coragem, se é que se deve ter em conta as recompensas, a recompensa mais magnífica é a glória; que ela é a única que consolaria a brevidade da vida pela lembrança da posteridade, que faria que, ausentes, estivéssemos presentes, que mortos, continuássemos vivos; que é ela, enfim, aquela por cujos degraus os homens pareciam subir até mesmo ao céu.	José Dejalma Dezotti	TRUE
CicMil-D-40-432	“Sempre o povo romano”, diz ele, “sempre todas as nações falarão de mim, nenhuma posteridade jamais se calará.	José Dejalma Dezotti	TRUE
CicMil-D-40-433	E mais ainda, neste nosso próprio tempo, apesar de serem acesas pelo meus inimigos todas as tochas de ódio a mim, mesmo assim, em qualquer reunião de homens e em toda conversa, sou celebrado com agradecimentos e felicitações.	José Dejalma Dezotti	TRUE
CicMil-D-40-434	Omito os dias de festa celebrados e instituídos na Etrúria.	José Dejalma Dezotti	TRUE
CicMil-D-40-435	Este dia é o centésimo segundo, eu acho, desde a morte de Públio Clódio.	José Dejalma Dezotti	TRUE
CicMil-D-40-436	Lá onde estão os limites do império do povo romano já penetrou não só a fama sobre aquele, mas também a alegria.	José Dejalma Dezotti	TRUE
CicMil-D-40-437	Por esse motivo”, diz ele, “não me preocupo onde possa estar este meu corpo, visto que a glória de meu nome já se espalha em todas as terras e sempre habitará aqui.”	José Dejalma Dezotti	TRUE
CicMil-D-40-438	Isso é o que tu frequentemente falavas comigo, estando estes ausentes, mas com os mesmos ouvindo, eu falarei contigo o seguinte, Milão: “A ti, na verdade, uma vez que te mostras com esse espírito, não sou capaz de te louvar suficientemente, mas quanto mais divina é essa tua coragem, tanto maior dor com que me separo de ti.	José Dejalma Dezotti	TRUE
CicMil-D-40-439	E, na verdade, se és arrancado de meu lado, não me resta para me consolar nem ao menos a queixa de poder me agastar contra aqueles dos quais eu terei recebido um tão grande golpe.	José Dejalma Dezotti	TRUE
CicMil-D-40-440	Pois não não te apartarão de mim os meus inimigos, mas os meus melhores amigos, não os que me trataram mal alguma vez, mas os que sempre me trataram muito bem.”	José Dejalma Dezotti	TRUE
CicMil-D-40-441	Vós, juízes, não me infligireis jamais nenhuma dor tão grande - se bem que alguma possa ser tão grande? -	José Dejalma Dezotti	FALSE
CicMil-D-40-442	mas nem mesmo esta, a ponto de eu esquecer a grande estima que sempre me tivestes.	José Dejalma Dezotti	TRUE
CicMil-D-40-443	Se esse esquecimento se apoderou de vós ou se estais descontentes com alguma coisa em mim, por que isso não é expiado antes em minha cabeça do que na de Milão?	José Dejalma Dezotti	TRUE
CicMil-D-40-444	Pois eu terei vivido de modo preclaro, se me acontecer alguma coisa antes de eu ter visto esta tão grande desgraça.	José Dejalma Dezotti	TRUE
CicMil-D-40-445	Agora apenas um único consolo me sustenta: o fato de que não te faltou de minha parte, Tito Ânio, nenhum dever de afeição, nenhum dever de entrega, nenhum dever de piedade.	José Dejalma Dezotti	TRUE
CicMil-D-40-446	Eu atraí em tua defesa inimizades de poderosos; eu, frequentemente, expus meu corpo e minha vida às armas de teus inimigos; eu me prostrei suplicante diante de muitos por ti; forneci os meus bens, as minhas fortunas e as dos meu filhos na comunhão de tuas situações; neste mesmo dia, enfim, se alguma violência foi preparada, se alguma luta pela vida ocorrer, eu a exijo para mim.	José Dejalma Dezotti	TRUE
CicMil-D-40-447	O que resta ainda?	José Dejalma Dezotti	TRUE
CicMil-D-40-448	O que tenho a fazer pelos teus serviços a mim prestados, senão considerar como minha, seja qual for essa tua fortuna?	José Dejalma Dezotti	TRUE
CicMil-D-40-449	Não o nego, não o recuso, e vos suplico, juízes, que ou os vossos benefícios que me concedestes aumentais na absolvição deste ou vedes que perecerão na condenação do mesmo	José Dejalma Dezotti	TRUE
CicMil-D-40-450	Milão não se comove com estas lágrimas  Ele é de uma incrível fortaleza de espírito: acha que o exílio está ali onde o valor não tem lugar; que a morte é o fim da natureza, não um castigo.	José Dejalma Dezotti	TRUE
CicMil-D-40-451	Que ele esteja com essa mentalidade com a qual nasceu:	José Dejalma Dezotti	FALSE
CicMil-D-40-452	E vós, juízes, com que disposição estareis afinal?	José Dejalma Dezotti	TRUE
CicMil-D-40-453	Retereis a lembrança de Milão e a ele próprio o expulsareis?	José Dejalma Dezotti	TRUE
CicMil-D-40-454	E haverá na terra algum lugar mais digno do que este que o viu nascer, que acolha essa sua virtude?	José Dejalma Dezotti	TRUE
CicMil-D-40-455	A vós, sim, a vós eu apelo, homens valorosíssimos, que muito sangue pela república derramastes; a vós, centuriões, eu digo, e a vós, soldados, apelo, no perigo de um cidadão não conhece a derrota: estando vós não somente assistindo, mas também armados e protegendo este julgamento, esta tão grande virtude será expulsa, será desterrada, será banida desta cidade?	José Dejalma Dezotti	TRUE
CicMil-D-40-456	Oh desgraçado de mim, oh infeliz de mim!	José Dejalma Dezotti	TRUE
CicMil-D-40-457	Tu, Milão, pudeste trazer-me de volta para a pátria através destes, eu não poderei manter-te na pátria através dos mesmos?	José Dejalma Dezotti	TRUE
CicMil-D-40-458	O que responderei aos meus filhos que te consideram um segundo pai?	José Dejalma Dezotti	TRUE
CicMil-D-40-459	O que responderei a ti, Quinto, meu irmão, que agora estás ausente, participante comigo daqueles tempos?	José Dejalma Dezotti	TRUE
CicMil-D-40-460	Que eu não fui capaz de defender a salvação de Milão através dos mesmos homens através dos quais ele tinha assegurado a nossa?	José Dejalma Dezotti	TRUE
CicMil-D-40-461	Mas em qual causa eu não foste capaz?	José Dejalma Dezotti	TRUE
CicMil-D-40-462	Naquela que é do agrado de todas as nações.	José Dejalma Dezotti	TRUE
CicMil-D-40-463	E de que pessoas não pudeste obter?	José Dejalma Dezotti	TRUE
CicMil-D-40-464	Daqueles que, com a morte de Públio Clódio, encontraram o maior repouso.	José Dejalma Dezotti	TRUE
CicMil-D-40-465	Sendo quem o suplicante?	José Dejalma Dezotti	TRUE
CicMil-D-40-466	Eu.	José Dejalma Dezotti	TRUE
