sent_id	translation_JDD	DIFF
CicDeImp-D-14-233	E se julgais que esta causa, Quirites, deve ser apoiada por autoridades, tendes como autoridade um homem peritíssimo em todas as guerras e nas maiores questões, Públio Servílio, cujas proezas em terra e no mar se mostraram tão grandes que, quando delibereis acerca da guerra, não deve haver para vós nenhuma autoridade de maior peso; tendes Caio Curião, de extraordinários serviços prestados a vós e de máximas proezas, dotado de extraordinário talento e prudência,  tendes Cneu Lêntulo, no qual todos vós reconheceis, pelos cargos amplíssimos recebidos de vós, haver uma extraordinária sensatez, uma extraordinária seriedade, tendes Caio Cássio, de integridade, sinceridade, firmeza singulares.	
CicDeImp-D-14-234	Por isso vede que parecemos poder responder ao discurso dos que discordam com a autoridade desses.	
CicDeImp-D-14-235	Como essas coisas são assim, Caio Manílio, primeiramente louvo essa tua lei, boa vontade e opinião e as aprovo com todas as minhas forças; depois, eu te exorto a que permaneças na tua opinião, sob a autoridade do povo romano, e que não temas a violência ou as ameaças de qualquer um.	
CicDeImp-D-14-236	Primeiramente julgo haver em ti o suficiente de espírito e perseverança; depois, uma vez que vemos que está presente, com tamanho entusiasmo, uma multidão tão grande quanto vemos agora nomeando o mesmo homem pela segunda vez como comandante, por que é que duvidamos ou da proposta ou da possibilidade de realizá-la?	
CicDeImp-D-14-237	Eu, por minha vez, tudo o que há em mim de zelo, de sensatez, de empenho, de talento, tudo o que posso com este benefício do povo romano e com este poder de pretor, tudo o que posso com autoridade, com lealdade, com firmeza, prometo e ofereço a ti e ao povo romano para realizar esta causa;	
CicDeImp-D-14-238	e tomo todos os deuses por testemunha e principalmente aqueles que presidem a este local e templo, que observam as mentes de todos os que se encarregam da república, de que eu faço isso não a pedido de qualquer pessoa, nem por achar que a boa graça de Cneu Pompeu para comigo seja alcançada através desta causa, nem por buscar, com base na importância de qualquer pessoa, ou uma proteção para os perigos ou ajuda para os cargos, até porque os perigos nós facilmente repeliremos, cobertos pela inocência, como convém a um homem fazer, já o cargo nós conseguiremos não de uma só pessoa nem deste local, mas com aquele mesmo nosso laboriosíssimo modo de vida, se vossa vontade permitir.	
CicDeImp-D-14-239	Por essa razão, Quirites, se alguma coisa, nesta causa, foi obtida para mim, eu confirmo ter obtido tudo isso pela república, e eu parecer ter buscado alguma boa graça para comigo é tão sem sentido que entendo ter obtido até mesmo muitas inimizades, em parte dissimuladas, em parte declaradas, para mim não inevitáveis, para vós não inúteis.	
CicDeImp-D-14-240	Mas eu, Quirites, investido deste cargo, sensibilizado por tão grandes benefícios de vossa parte, resolvi que me convinha antepor vossa vontade e a dignidade da república e o bem-estar das províncias e dos aliados às minhas próprias vantagens e razões.	
CicDeiot-D-43-1	1 Em todas as causas mais importantes, Caio César, eu costumo, no início de meu discurso, abalar-me mais profundamente do que parece exigir a minha experiência ou minha idade, mas nesta causa, especificamente, muitas coisas me perturbam de tal modo que o quanto de empenho a minha lealdade me propicia para defender a vida do rei Dejótaro, o mesmo tanto de capacidade o temor me tira.	
CicDeiot-D-43-2	Em primeiro lugar, falo em defesa da vida e dos bens de um rei, o que por si mesmo, ainda que somente em relação ao teu perigo não seja coisa injusta, mesmo assim, é tão inusitado um rei ser réu de pena de morte que antes deste momento não se ouviu.	
CicDeiot-D-43-3	2 Em segundo lugar, esse rei que eu antes costumava honrar, junto com todo o senado, pelos seus perpétuos préstimos à nossa república, agora sou obrigado a defendê-lo contra a mais atroz acusação.	
CicDeiot-D-43-4	Acrescente-se que sou perturbado pela crueldade de um dos acusadores e pela vileza do outro.	
CicDeiot-D-43-5	O cruel Castor, para não dizer celerado e ímpio, um neto que levou o avô ao risco de uma pena capital e dirigiu o terror de sua juventude contra aquele cuja velhice devia defender e amparar, buscou a recomendação para a sua juventude na impiedade e no crime, impeliu um escravo de seu avô, corrompido com recompensas, a acusar seu dono, o afastou dos pés dos legados.	
CicDeiot-D-43-6	3 Porém, quando eu via a cara do fugitivo acusando o seu dono, não só um dono ausente, mas também um dono amicíssimo de nossa república, quando ouvia suas palavras, eu não lamentava a triste condição de um rei, tanto quanto ficava aterrorizado pela sorte de todos.	
CicDeiot-D-43-7	Pois uma vez que, pelo costume dos antepassados, nem sequer com torturas é lícito inquirir-se do escravo contra seu dono, inquirição na qual a dor pode arrancar, mesmo contra a vontade, uma declaração verdadeira, surgiu um escravo que, estando solto, acusa aquele que não poderia mencionar no ecúleo.	
CicDeiot-D-43-8	4 Perturba-me também, às vezes, Caio César, aquilo que, no entanto, deixo de temer, porque te conheço profundamente, pois, na realidade, é uma situação desfavorável, mas tua sabedoria a torna extremamente favorável;	
CicDeiot-D-43-9	Com efeito, é algo difícil, quando consideras o fato em si mesmo, discursar sobre um atentado perante a pessoa contra cuja vida acusaram de se ter elaborado o plano do atentado, pois quase não há ninguém que, sendo juiz de seu próprio perigo, não se mostre mais favorável a si do que ao réu.	
CicDeiot-D-43-10	Mas tua notável e singular natureza diminui este meu medo.	
CicDeiot-D-43-11	Pois não temo tanto o julgamento que tu fazes acerca do rei Dejótaro, como entendo o julgamento que queres que os demais façam acerca de ti.	
CicDeiot-D-43-12	5 Me abalo também pela estranheza desse lugar, pois uma causa tão importante como nenhuma outra foi algum dia estabelecida em debate eu a digo entre as paredes de uma casa, eu a digo fora da reunião e daquela frequência em que os esforços dos oradores costumam se apoiar; em teus olhos, em teu semblante e em teu rosto descanso; só para ti eu olho, só para ti está voltado todo o meu discurso, coisas que são para mim importantíssimas para a esperança de obter a verdade e muito levianas para a comoção do espírito e para todo ímpeto e tensão de discursar.	
CicDeiot-D-43-13	6 Pois, Caio César, se eu dissesse esta causa no foro, contigo também de ouvinte e julgador, que grande alegria me traria a afluência do povo romano!	
CicDeiot-D-43-14	Pois que cidadão não apoiaria a esse rei, de quem lembraria que a vida toda foi gasta nas guerras do povo romano?	
CicDeiot-D-43-15	Eu contemplaria a cúria, dirigiria meu olhar ao foro e, finalmente, tomaria o próprio céu por testemunha.	
CicDeiot-D-43-16	Assim, sempre que eu lembrasse os benefícios dos deuses imortais e do povo romano e do senado para com o rei Dejótaro, de modo algum poderiam me faltar as palavras.	
CicDeiot-D-43-17	7 Já que as paredes tornam essas vantagens mais restritas e a ação de uma causa tão importante é debilitada pelo local, pertence a ti, César, que discursaste muitas vezes em defesa de muitos, referir a ti próprio que estado de espírito eu tenho agora, para que mais facilmente não só tua equidade, como também teu interesse em ouvir-me diminuam esta minha perturbação.	
CicDeiot-D-43-18	Mas antes de dizer acerca da própria acusação, vou dizer umas poucas coisas acerca da esperana dos acusadores, os quais, embora não pareçam sobressair-se nem pelo talento, nem pela experiência e prática dos fatos, vieram, contudo, a este processo não sem alguma esperança e propósito.	
CicDeiot-D-43-19	8 Eles não ignoravam que tu estiveste irritado com o rei Dejótaro; lembravam-se de que ele tinha sido atingido por certos transtornos e danos por causa do ressentimento de teu espírito e sabiam que tu estavas não só irado com este, mas também amigável a eles próprios e porque diziam perante a ti próprio acerca de teu perigo, julgavam que facilmente haveria de se instalar num espírito muito ferido uma falsa acusação.	
CicDeiot-D-43-20	Por esse motivo, César, em nome de tua lealdade e firmeza e clemência, livra-nos primeiramente desse medo, para que não suspeitemos que remanesce em ti alguma porção de rancor.	
CicDeiot-D-43-21	Eu te rogo por essa tua mão direita, que estendeste como hóspede ao rei Dejótaro, teu anfitrião, essa mão direita, repito, não menos firmes nas promessas e lealdade do que nas guerras e nos combates.	
CicDeiot-D-43-22	Tu quiseste entrar em sua casa, tu quiseste renovar a antiga hospitalidade; seus deuses Penates te receberam, os altares e os lares do rei Dejótaro te viram como amigo e em paz.	
CicDeiot-D-43-23	9 Costumas, César, não só acolher facilmente os rogos, como também acolhê-los de uma vez por todas.	
CicDeiot-D-43-24	Nunca te aplacou nenhum inimigo que sentisse ter ficado em ti alguns resquícios de ressentimento.	
CicDeiot-D-43-25	Ademais, para quem são desconhecidas as tuas queixas contra Dejótaro?	
CicDeiot-D-43-26	Nunca tu o acusaste como inimigo, mas com amigo, que cumpria pouco o seu dever, porque tinha sido mais propenso à amizade de Cneu Pompeu do que à tua, no entanto, dizias que terias concedido perdão por sua atitude, se tivesse então enviado a Pompeu tropas auxiliares ou até mesmo o seu filho e ele próprio tivesse utilizado a desculpa de sua idade.	
CicDeiot-D-43-27	10 Assim, liberando-o das acusações mais graves, lhe deixavas uma muito pequena culpa.	
CicDeiot-D-43-28	E assim não somente não tomaste medidas contra ele, mas o livraste de todo medo, o reconheceste como anfitrião, o deixaste como rei.	
CicDeiot-D-43-29	Pois ele não procedeu por ódio de ti, mas caiu no engano de todos.	
CicDeiot-D-43-30	Esse rei, a quem o senado mencionou muitas vezes com esse título em decretos extremamente honrosos e que desde sua juventude considerou esse congresso como o mais sério e sacrossanto, se perturbou, sendo homem de um país longínquo e estrangeiro, com as mesmas coisas que nós, que nascemos e sempre vivemos no centro da república.	
CicDeiot-D-43-31	11 Quando ouviu que se havia pegado em armas com a autorização de um senado unânime, que a defesa da república tinha sido confiada aos cônsules, aos pretores, aos tribunos da plebe, a nós com título de imperator, ele ficou alarmado em seu espírito e este homem, amicíssimo deste império, passou a temer enormemente pela salvação do povo romano, na qual via que sua também estava envolvida.	
CicDeiot-D-43-32	Em tão grande temor, contudo, julgava que devia ficar inativo.	
CicDeiot-D-43-33	Mas ficou especialmente alarmado quando ouviu que os cônsules tinham fugido da Itália, que todos os ex-cônsules, pois assim lhe era anunciado, que o senado inteiro, que a Itália toda tinham se dispersado.	
CicDeiot-D-43-34	Pois com tais notícias e rumores estava aberto o caminho para o oriente e não chegava depois nada verdadeiro.	
CicDeiot-D-43-35	Ele não ouvia nada acerca de tuas propostas, nada acerca de teu desejo de concórdia e de paz, nada acerca da conspiração de certos homens contra a tua dignidade.	
CicDeiot-D-43-36	Embora essas coisas tivessem sido assim, manteve-se firme até que chegaram a ele legados e cartas de Cneu Pompeu.	
CicDeiot-D-43-37	12 Perdoa, perdoa, César, se o rei Dejótaro cedeu à influência de um homem, que todos nós seguimos, em quem tinham acumulado todas as honrarias não só os deuses e os homens, mas muitas e as maiores tu próprio.	
CicDeiot-D-43-38	Pois se tuas façanhas propiciaram obscuridade aos louvores dos demais, nem por isso perdemos a lembrança de Cneu Pompeu.	
CicDeiot-D-43-39	Quem ignora quão grande foi o nome dele, quão grande o seu poder, quão grande sua glória em todo tipo de guerras, quão grandes as honras recebidas do povo romano, quão grandes recebidas do senado, quão grandes recebidas de ti?	
CicDeiot-D-43-40	Ele tinha superado pela glória os seus antecessores, tal como tu ultrapassaste a todos.	
CicDeiot-D-43-41	E assim, contávamos cheios de admiração as guerras de Cneu Pompeu, suas vitórias, seus triunfos, seus consulados; os teus não somos capazes de contar.	
CicDeiot-D-43-42	13 Então o rei Dejótaro, nessa deplorável e fatal guerra, veio àquele que antes ele tinha ajudado em guerras justas e contra inimigos externos, com quem estava unido não só pela hospitalidade, mas também por uma íntima amizade e veio ou solicitado como amigo ou chamado como aliado ou convocado como quem tinha aprendido a obedecer ao senado, enfim veio a alguém que estava fugindo, não a alguém que perseguia, isto é, a uma companhia de perigo, não a uma de vitória.	
CicDeiot-D-43-43	E assim, realizada a batalha de Farsália, separou-se de Pompeu, não quis perseguir uma esperança sem fim, considerou que se tinha feito suficientemente ou por dever, se é que devia alguma coisa ou por erro, se é que não sabia de alguma coisa; voltou para casa e, enquanto travavas a guerra Alexandrina, submeteu-se aos teus interesses.	
CicDeiot-D-43-44	14 Ele sustentou com tetos e provisões o exército de Cneu Domício, homem ilustríssimo; ele enviou dinheiro àquele que tu elegeste o mais fiel e aprovado dentre todos os teus; ele, depois de realizados pela segunda, pela terceira vez leilões, deu dinheiro que utilizavas para a guerra; ele expôs seu próprio corpo ao perigo: esteve contigo na batalha contra Farnaces e considerou que era seu inimigo o teu inimigo.	
CicDeiot-D-43-45	Essas ações foram recebidos por ti, César, em tal consideração que o recompensaste com altíssima honra e título de rei.	
CicDeiot-D-43-46	15 Ele, portanto, não só salvo do perigo por ti, mas também distinguido com tão alta honra é acusado de ter querido matar-te na própria casa dele, algo que tu, a menos que o julgues completamente louco, não podes absolutamente levar em conta.	
CicDeiot-D-43-47	Pois, para não mencionar que seria próprio de um tão enorme crime assassinar um hóspede à vista dos deuses Penates, próprio de uma tão grande crueldade extinguir a mais brilhante luz de todas as nações e de toda a memória, próprio de uma desmedida insolência não temer o vencedor do orbe da terra, próprio de um espírito tão desumano e ingrato portar-se como um tirano com aquele por quem tinha sido chamado de rei; para não mencionar essas coisas, de que tão grande loucura teria sido próprio instigar contra a si somente todos os reis, muitos dos quais eram vizinhos, todos os povos livres, todos os aliados, todas as províncias, enfim todas as armas de todos.	
CicDeiot-D-43-48	Como ele teria sido destruído junto com seu reino, com sua casa, com sua esposa, com seu queridíssimo filho por um tão enorme crime não só cometido, mas até mesmo pensado.	
CicDeiot-D-43-49	16 Mas, eu suponho, um homem imprudente e temerário não via essas coisas.	
CicDeiot-D-43-50	Quem mais sensato, quem mais cauteloso, quem mais prudente do que ele?	
CicDeiot-D-43-51	Embora nesse ponto eu julgue que Dejótaro deve ser defendido não tanto pelo seu talento e prudência, mas pela sua lealdade e conduta escrupulosa da vida.	
CicDeiot-D-43-52	Te é conhecida, Caio César, a probidade desse homem, conhecidos os costumes, conhecida a constância.	
CicDeiot-D-43-53	A quem que, na verdade, ao menos ouviu o nome do povo romano, não chegaram aos ouvidos a integridade, a seriedade, a virtude, a lealdade de Dejótaro?	
CicDeiot-D-43-54	Esse crime, portanto, que não ocorreria nem a um homem imprudente, em razão do medo de uma iminente perdição, nem a um facínora, a não ser que esse fosse muito demente, vós imaginais que foi concebido por um homem excelente e por uma pessoa nem um pouco tola?	
CicDeiot-D-43-55	Mas quanto não só de modo não crível, mas nem sequer de modo a levantar suspeita [se apresenta a acusação].	
CicDeiot-D-43-56	“Quando tinhas chegado em Blúcio” diz “e tinhas te dirigido à casa do rei, teu anfitrião, havia um certo local em que estavam arrumados os objetos com que o rei tinha resovido presentear-te.	
CicDeiot-D-43-57	Ele queria levar-te do banho para lá, antes de te acomodares à mesa;	
CicDeiot-D-43-58	pois havia homens armados para te matar colocados precisamente naquele lugar.”	
CicDeiot-D-43-59	Eis aqui a acusação, eis o motivo por que um fugitivo acusa seu rei, um escravo acusa seu dono.	
CicDeiot-D-43-60	Eu, por hércules, César, no início, quando a causa foi submetida a mim deste modo, que o médico Fidipo, escravo real, que tinha sido enviado com embaixadores, tinha sido corrompido por esse jovem, fui sacudido por esta suspeita: subornou o médico como delator, inventará, com certeza algum crime de veneno.	
CicDeiot-D-43-61	Mesmo longe da verdade, a ação não se afastava muito de uma costumeira acusação.	
CicDeiot-D-43-62	18 O que diz o médico?	
CicDeiot-D-43-63	Nada a respeito do veneno.	
CicDeiot-D-43-64	Mas isso pôde ser feito primeiramente de modo mais oculto na bebida, na comida; depois se faz ainda mais impunemente, porque, depois que foi feito, pode ser negado.	
CicDeiot-D-43-65	Se ele tivesse te tirado a vida abertamente, teria feito voltar contra si não só o ódio, mas também as armas de todos os povos; se com o veneno ele não poderia jamais ocultar da divindade de Júpiter, aquele protetor da hospitalidade, dos homens talvez ocultasse.	
CicDeiot-D-43-66	Portanto, o que ele podia ter tentado ocultamente e levado a cabo com mais cautela, não confiou a ti, médico astuto e escravo, segundo julgava, fiel; não quis ocultar-te acerca das armas, da espada, das emboscadas?	
CicDeiot-D-43-67	19 Mas quão engenhosamente é urdida a acusação!	
CicDeiot-D-43-68	“Tua boa sorte,” diz “a mesma que muitas outras vezes, te salvou: disseste que não querias ver [os presentes] naquela ocasião.”	
CicDeiot-D-43-69	E por que posreriormente?	
CicDeiot-D-43-70	Por acaso Dejótaro, sem que, naquele momento, seu plano estivesse concluído, dispensou de imediato o seu exército?	
CicDeiot-D-43-71	Não havia nenhum outro local para armar uma emboscada?	
CicDeiot-D-43-72	No entanto, tinhas dito que, depois de teres jantado, voltarias ao mesmo local e assim o fizeste.	
CicDeiot-D-43-73	Foi complicado manter durante uma ou duas horas no mesmo local homens armados como tinham sido colocados?	
CicDeiot-D-43-74	Depois de teres estado de maneira afável e prazerosa no banquete, foste então para ali, como tinhas dito; nesse local conheceste um Dejótaro para contigo tal que foi o rei Átalo para com Públio Africano, a quem, conforme lemos em um escrito, enviou magnificentíssimos presentes da Ásia para a Numância que o Africano, com seu exército assistindo, recebeu.	
CicDeiot-D-43-75	Depois de Dejótaro ter feito isso pessoalmente, com espírito e modos de um rei, tu te retiraste para o teu quarto.	
CicDeiot-D-43-76	20 Suplico, César, recupera a memória daquela ocasião, põe diante do olhos aquele dia, relembra o rosto das pessoas que te olhavam e te admiravam.	
CicDeiot-D-43-77	Por acaso alguma agitação, por acaso algum tumulto, por acaso alguma coisa que não fosse de modo moderado, que não fosse de modo tranquilo, que não fosse conforme a educação de um homem muito sério e virtuoso?	
CicDeiot-D-43-78	Que motivo, portanto, se pode imaginar por que ele quis te matar depois de ter tomado banho e não quis depois depois de ter jantado?	
CicDeiot-D-43-79	21 “Adiou para o dia seguinte” diz “para, quando tivesse chegado à fortaleza, executar ali o planejado.”	
CicDeiot-D-43-80	Não vejo motivo para mudar de lugar, mas, mesmo assim, a coisa foi realizada criminosamente.	
CicDeiot-D-43-81	“Como tivesses dito” diz “que querias vomitar após o jantar, apressaram-se a levar-te ao banheiro, pois ali estava a emboscada.”	
CicDeiot-D-43-82	Mas aquela mesma boa sorte tua te salvou: disseste que preferias no quarto.”	
CicDeiot-D-43-83	Que os deuses te desgracem, fugitivo!	
CicDeiot-D-43-84	Assim não é somente um desqualificado e ímprobo, mas um idiota e demente.	
CicDeiot-D-43-85	Por quê?	
CicDeiot-D-43-86	Ele tinha posto no banheiro estátuas de bronze que não podiam passar do banheiro para o quarto?	
CicDeiot-D-43-87	Aí tens a acusação da emboscada, pois não disse mais nada.	
CicDeiot-D-43-88	“Disso” diz “eu era sabedor.”	
CicDeiot-D-43-89	E então?	
CicDeiot-D-43-90	Estava ele assim tão demente que afastou de si aquele que tinha como sabedor de um crime tão grave e até mesmo o enviou para Roma, onde sabia que estava não só um ferrenho inimigo, seu próprio neto, mas também Caio César, a quem tinha armado a emboscada, principalmente quando esse sujeito era o único que podia depor a respeito dele, que estava ausente?	
CicDeiot-D-43-91	22 “E os meus irmãos,” diz “porque eram sabedores, ele os meteu na prisão.”	
CicDeiot-D-43-92	Então, enquanto prendia os que tinha com ele, te enviava solto para Roma a ti, que sabias as mesmas coisas que dizes que eles sabiam.	
CicDeiot-D-43-93	A parte restante da acusação era dupla: uma, que o rei sempre esteve em vigilância, uma vez que estava de espírito em desavença contigo; a outra, que ele tinha preparado um grande exército contra ti.	
CicDeiot-D-43-94	Sobre o exército vou falar sucintamente, assim como das demais coisas.	
CicDeiot-D-43-95	O rei Dejótaro nunca teve tropas com as quais pudesse levar guerra ao povo romano, mas com elas protegia seus territórios das invasões e dos saques e enviava auxílios para os nossos generais.	
CicDeiot-D-43-96	E, na verdade, antes ele podia manter tropas maiores, agora mal pode sustentar algumas poucas;	
CicDeiot-D-43-97	23 Mas é que enviou a um não sei que Cecílio, mas os que ele enviou, porque não quiseram ir, meteu-os na prisão.	
CicDeiot-D-43-98	Não pergunto até que ponto é verossímil ou que um rei não tivesse a quem enviar ou que os que tinham sido enviados não lhe tenham obedecido ou que os que não tinham acatado as ordens num assunto tão grave tenham sido presos em vez de executados.	
CicDeiot-D-43-99	Mas, mesmo assim, quando os enviava a Cecílio, acaso não sabia que aquela causa tinha sido derrotada ou achava que esse tal Cecílio era um grande homem?	
CicDeiot-D-43-100	E a este, sem dúvida, ele, que conhece perfeitamente os nossos homens, ou porque não o conhecesse ou mesmo que o conhecesse, o desprezaria	
CicDeiot-D-43-101	24 Acrescenta ainda o seguinte: que não enviou os melhores cavaleiros.	
CicDeiot-D-43-102	Creio, César, que era nada diante de tua cavalaria, mas enviou homens escolhidos dentre os que ele tinha.	
CicDeiot-D-43-103	Diz que não sei quem desse número foi considerado um escravo.	
CicDeiot-D-43-104	Não acredito, não ouvi, mas nesse caso, mesmo que tivesse acontecido, eu não acreditaria que houve alguma culpa do reil	
CicDeiot-D-43-105	Porém estava com o espírito em desavença contigo... de que modo?	
CicDeiot-D-43-106	Ele esperou, creio, que seria complicada para ti a situação em Alexandria por causa da natureza da região e do rio.	
CicDeiot-D-43-107	Mas, nesse mesmo tempo, te deu dinheiro, alimentou teu exército, e em nada faltou àquele que tinhas posto no comando da Ásia; de ti vitorioso esteve à disposição não só para a hospedagem, mas também para o perigo e para a batalha.	
CicDeiot-D-43-108	25 Seguiu-se a guerra da África.	
CicDeiot-D-43-109	Havia graves rumores sobre ti, que excitaram até mesmo aquele louco do Cecílio.	
CicDeiot-D-43-110	Com que espírito estava então o rei, que vendeu seus bens em leilão e preferiu despojar-se de suas coisas do que não te fornecer dinheiro.	
CicDeiot-D-43-111	“Mas,” diz “nesse mesmo tempo, ele enviava a Nicéia e a Éfeso pessoas que se inteirassem dos rumores da África e os trouxessem rapidamente a ele.	
CicDeiot-D-43-112	E assim, quando lhe foi anunciado que Domício tinha perecido num naufrágio, que tu estavas sitiado em uma fortaleza, ele disse acerca de Domício um verso grego com o mesmo conteúdo com o qual também nós temos um latino: pereçam os amigos, desde que, ao mesmo tempo, morram os inimigos.”	
CicDeiot-D-43-113	O que ele, mesmo se fosse inimicíssimo teu, nunca teria dito, pois ele é afetuoso e o verso muito cruel.	
CicDeiot-D-43-114	Além do mais, como podia ele ser amigo de Domício, que era inimigo teu?	
CicDeiot-D-43-115	E mais ainda: por que seria ele inimigo teu, se por ti, embora ele pudesse até mesmo ter sido morto conforme a lei da guerra, ele se lembrava de que ele e seu filho tinham sido constituídos reis.	
CicDeiot-D-43-116	26 E depois?	
CicDeiot-D-43-117	Para onde avança o patife?	
CicDeiot-D-43-118	Afirma que Dejótaro, exaltado por essa alegria, mergulhou no vinho e dançou nu no banquete.	
CicDeiot-D-43-119	Que cruz pode propiciar um suplício suficiente para este fugitivo?	
CicDeiot-D-43-120	Alguém viu alguma vez Dejótaro dançando ou bêbado?	
CicDeiot-D-43-121	Naquele rei estão todas as virtudes, algo que julgo que tu não ignoras, César, mas principalmente uma singular e admirável frugalidade, ainda que eu saiba que os reis não costumam ser louvados com essa palavra.	
CicDeiot-D-43-122	Ser chamado de homem frugal não tem muito de louvor em um rei; valoroso, justo, severo, sério, magnânimo, generoso, benfeitor, liberal, esses são os louvores de um rei, aquele outro é particular.	
CicDeiot-D-43-123	Que cada um aceite como quiser, eu, contudo, julgo a frugalidade, isto é, a moderação e a temperança como a maior virtude.	
CicDeiot-D-43-124	Essa é observada e conhecida nele desde sua juventude, não só por toda a Ásia, não só por nossos magistrados e legados, mas também pelos cavaleiros romanos que lidaram com negócios na Ásia.	
CicDeiot-D-43-125	27 Ele, na verdade, por muitos graus de serviços para com a nossa república, ascendeu a esse título de rei, mas, mesmo assim, toda vez que estava livre das guerras do povo romano, consolidava com nossos homens relações, amizades, tratos e negócios de modo que não só era tido como um nobre tetrarca, mas também como um excelente pai de família e diligentíssimo agricultor e pecuarista.	
CicDeiot-D-43-126	Quem, portanto, sendo jovem, ainda não dotado de tanta glória, não fez nunca nada que não fosse de um modo rigorosíssimo e seriíssimo; esse, com esse prestígio e com essa idade, dançou?	
CicDeiot-D-43-127	28 Tu devias, Castor, imitar os costumes e a conduta de teu avô antes de falar mal de um homem excelente e muito ilustre pela boca de um fugitivo.	
CicDeiot-D-43-128	E ainda que tivesses um avô dançarino e não esse homem onde se buscam exemplos de pudor e de recato, mesmo assim de modo algum esse ultraje conviria àquela idade.	
CicDeiot-D-43-129	As atividades a que ele se dedicara desde sua juventude, não de dançar, mas para bem manejar as armas, para melhor manejar os cavalos, essas, contudo, já lhe estavam faltando todas com a idade.	
CicDeiot-D-43-130	E assim, quando muitos tinham montado Dejótaro no cavalo, costumávamos ficar admirados que o velho pudesse pudesse manter-se firme nele; porém este jovem que foi soldado meu na Cilícia, companheiro de armas na Grécia, quando cavalgava naquele nosso exército, com seus cavalos escolhidos, que seu pai tinha enviado junto com ele a Pompeu, que corridas costumava dar, como costumava se gabar, como costumava se exibir, como costumava não ceder a ninguém em dedicação e ambição naquela causa!	
CicDeiot-D-43-131	29 Mas, naquele tempo, uma vez perdido o exército, eu, que sempre fui promotor da paz e, além disso, depois da batalha farsálica, fui quem aconselhou não a depor as armas, mas a abandoná-las, não fui capaz de trazer este para a minha autoridade, pois não só ele próprio ardia de desejo daquela guerra, mas também julgava que devia satisfazer o seu pai.	
CicDeiot-D-43-132	Feliz essa casa que não só obteve a impunidade, mas até mesmo a licença de acusar! Desafortunado Dejótaro, que é acusado por esse que esteva no mesmo acampamento, não só diante de ti, mas ainda por cima pelos seus!	
CicDeiot-D-43-133	Vós, Castor, não és capaz de ficar contente com vossa favorável fortuna sem a desgraça dos vossos parentes?	
CicDeiot-D-43-134	30 Que haja, por certo, inimizades, que não devia haver, pois o rei Dejótaro trouxe vossa humilde e desconhecida família das trevas para a luz; quem ouviu sobre teu pai, quem ele era antes de ele ter sido genro seu [do rei]?	
CicDeiot-D-43-135	Mas ainda que repudiasseis ingrata e impiamente o nome de parentesco, podias, mesmo assim, levar as inimizades como um homem, e não persegui-lo com falso crime, não exigir-lhe a vida, não fazê-lo comparecer por um crime de pena capital.	
CicDeiot-D-43-136	Vá lá que se admita também essa magnitude de crueldade e de ódio; a tal ponto que se violem todos os direitos da vida e do bem comum e até mesmo da humanidade?	
CicDeiot-D-43-137	Seduzir um escravo com palavras, corrompê-lo com esperança e promessas, atraí-lo para casa, prepará-lo contra seu dono isso não é declarar uma abominável guerra não a um parente só, mas a todas as famílias.	
CicDeiot-D-43-138	Pois essa corrupção de um escravo se não só ficar impune, mas ainda por cima for aprovada por uma tão alta autoridade, nenhumas paredes, nenhumas leis, nenhuns direitos protegerão o nosso bem estar.	
CicDeiot-D-43-139	Pois quando o que está dentro e é nosso pode evadir-se impunemente e lutar contra nós, 	
CicDeiot-D-43-140	31 Oh, tempos, oh costumes!	
CicDeiot-D-43-141	Aquele Cneu Domício, que nós, meninos, vimos como cônsul, censor, pontífice máximo, como, sendo tribuno da plebe, tivesse citado Marco Escauro, figura importante da cidade, para julgamento do povo e tivesse chegado até ele secretamente em sua casa um escravo de Escauro e lhe tivesse dito que iria apresentar uma denúncia contra seu dono, ordenou que o homem fosse preso e fosse levado a Escauro.	
CicDeiot-D-43-142	Vê que diferença há, ainda que eu injustamente esteja comparando Castor com Domício; mas mesmo assim aquele devolveu o escravo para o inimigo, tu o separaste de teu avô; aquele não quis ouvi-lo, sem que estivesse corrompido, tu o corrompeste; aquele rejeitou um escravo como colaborador contra seu dono, tu apresentaste um até mesmo como acusador.	
CicDeiot-D-43-143	Mas só uma vez esse foi corrompido por vós.	
CicDeiot-D-43-144	Por acaso, depois de ter sido conduzido e depois de ter estado contigo, não refugiou-se para junto dos legados?	
CicDeiot-D-43-145	Por acaso não veio até este Cneu Domício, aqui presente?	
CicDeiot-D-43-146	Por acaso, estando Sérvio Sulpício, que está aqui, homem ilustríssimo, que na ocasião jantava na casa de Domício e Tito Torquato, jovem excelente que tambér está aqui, ouvindo, não confessou ele que tinha sido corrompido por ti e que foi impelido por tuas promessas à mentira?	
CicDeiot-D-43-147	32 Que desumanidade é essa tão desenfreada, tão cruel, tão desmedida?	
CicDeiot-D-43-148	Vieste por esse motivo a esta cidade, para corromperes os direitos e os exemplo desta cidade e sujares com tua brutalidade doméstica a humanidade de nossa comunidade?	
CicDeiot-D-43-149	33 Mas que acusações tão agudamente coletadas!	
