sentence_id	sentence	text_JDD	translation_JDD	norm_sentence	norm_text	isSameText
12848	beati qui esuriunt et sitiunt iustitiam quoniam ipsi saturabuntur	6 Beati qui esuriunt et sitiunt iustitiam quoniam ipsi saturabuntur.	6 Felizes os que têm fome e sed de justiça porque eles serão saciados.	beati qui esuriunt et sitiunt iustitiam quoniam ipsi saturabuntur	beati qui esuriunt et sitiunt iustitiam quoniam ipsi saturabuntur	TRUE
12850	beati misericordes quia ipsi misericordiam consequentur	7 Beati misericordes quia ipsi misericordiam consequentur.	7 Felizes os misericordiosos porque eles conseguirão a misericórdia.	beati misericordes quia ipsi misericordiam consequentur	beati misericordes quia ipsi misericordiam consequentur	TRUE
12852	beati mundo corde quoniam ipsi Deum videbunt	8 Beati mundo corde quoniam ipsi Deum uidebunt.	8 Felizes os com o coração limpo porque eles verão Deus.	beati mundo corde quoniam ipsi deum uidebunt	beati mundo corde quoniam ipsi deum uidebunt	TRUE
12854	beati pacifici quoniam filii Dei vocabuntur	9 Beati pacifici quoniam filii Dei uocabuntur.	9 Felizes os fazem a paz porque serão chamados filhos de Deus.	beati pacifici quoniam filii dei uocabuntur	beati pacifici quoniam filii dei uocabuntur	TRUE
12856	beati qui persecutionem patiuntur propter iustitiam quoniam ipsorum est regnum caelorum	10 Beati qui persecutionem patiuntur propter iustitiam, quoniam ipsorum est regnum caelorum.	10 Felizes os que sofrem perseguição por causa da justição, porque deles é o reino dos céus.	beati qui persecutionem patiuntur propter iustitiam quoniam ipsorum est regnum caelorum	beati qui persecutionem patiuntur propter iustitiam quoniam ipsorum est regnum caelorum	TRUE
12858	beati estis cum maledixerint vobis et persecuti vos fuerint et dixerint omne malum adversum vos mentientes propter me	11 Beati estis cum maledixerint uobis et persecuti uos fuerint et dixerint omne malum aduersum uos mentientes propter me.	11 Felizes sois vós quando vos injuriarem e vos perseguirem e, mentindo, disserem contra vós todo mal por causa de mim.	beati estis cum maledixerint uobis et persecuti uos fuerint et dixerint omne malum aduersum uos mentientes propter me	beati estis cum maledixerint uobis et persecuti uos fuerint et dixerint omne malum aduersum uos mentientes propter me	TRUE
12859	gaudete et exultate quoniam merces vestra copiosa est in caelis			gaudete et exultate quoniam merces uestra copiosa est in caelis		FALSE
12860	sic enim persecuti sunt prophetas qui fuerunt ante vos			sic enim persecuti sunt prophetas qui fuerunt ante uos		FALSE
12861	vos estis sal terrae			uos estis sal terrae		FALSE
12862	quod si sal evanuerit in quo sallietur ad nihilum valet ultra nisi ut mittatur foras et conculcetur ab hominibus			quod si sal euanuerit in quo sallietur ad nihilum ualet ultra nisi ut mittatur foras et conculcetur ab hominibus		FALSE
12864	vos estis lux mundi			uos estis lux mundi		FALSE
12865	non potest civitas abscondi supra montem posita ne que accendunt lucernam et ponunt eam sub modio sed super candelabrum ut luceat omnibus qui in domo sunt			non potest ciuitas abscondi supra montem posita neque accendunt lucernam et ponunt eam sub modio sed super candelabrum ut luceat omnibus qui in domo sunt		FALSE
12866	sic luceat lux vestra coram hominibus ut videant vestra bona opera et glorificent Patrem vestrum qui in caelis est			sic luceat lux uestra coram hominibus ut uideant uestra bona opera et glorificent patrem uestrum qui in caelis est		FALSE
12868	nolite putare quoniam veni solvere legem aut prophetas			nolite putare quoniam ueni soluere legem aut prophetas		FALSE
12869	non veni solvere sed adimplere			non ueni soluere sed adimplere		FALSE
12870	amen quippe dico vobis			amen quippe dico uobis		FALSE
62914	donec transeat caelum et terra iota unum aut unus apex non praeteribit a lege donec omnia fiant			donec transeat caelum et terra iota unum aut unus apex non praeteribit a lege donec omnia fiant		FALSE
12871	qui ergo solverit unum de mandatis istis minimis et docuerit sic homines minimus vocabitur in regno caelorum			qui ergo soluerit unum de mandatis istis minimis et docuerit sic homines minimus uocabitur in regno caelorum		FALSE
12872	qui autem fecerit et docuerit hic magnus vocabitur in regno caelorum			qui autem fecerit et docuerit hic magnus uocabitur in regno caelorum		FALSE
12873	dico enim vobis quia nisi abundaverit iustitia vestra plus quam scribarum et Pharisaeorum non intrabitis in regnum caelorum			dico enim uobis quia nisi abundauerit iustitia uestra plus quam scribarum et pharisaeorum non intrabitis in regnum caelorum		FALSE
12874	audistis quia dictum est antiquis			audistis quia dictum est antiquis		FALSE
12875	non occides			non occides		FALSE
12876	qui autem occiderit reus erit iudicio			qui autem occiderit reus erit iudicio		FALSE
12877	ego autem dico vobis quia			ego autem dico uobis quia		FALSE
12878	omnis qui irascitur fratri suo reus erit iudicio			omnis qui irascitur fratri suo reus erit iudicio		FALSE
12879	qui autem dixerit fratri suo racha reus erit concilio			qui autem dixerit fratri suo racha reus erit concilio		FALSE
12881	qui autem dixerit fatue reus erit gehennae ignis			qui autem dixerit fatue reus erit gehennae ignis		FALSE
12883	si ergo offeres munus tuum ad altare et ibi recordatus fueris quia frater tuus habet aliquid adversum te relinque ibi munus tuum ante altare et vade prius reconciliare fratri tuo			si ergo offeres munus tuum ad altare et ibi recordatus fueris quia frater tuus habet aliquid aduersum te relinque ibi munus tuum ante altare et uade prius reconciliare fratri tuo		FALSE
12885	et tunc veniens offers munus tuum			et tunc ueniens offers munus tuum		FALSE
12886	esto consentiens adversario tuo cito dum es in via cum eo ne forte tradat te adversarius iudici et iudex tradat te ministro et in carcerem mittaris			esto consentiens aduersario tuo cito dum es in uia cum eo ne forte tradat te aduersarius iudici et iudex tradat te ministro et in carcerem mittaris		FALSE
12889	amen dico tibi			amen dico tibi		FALSE
62915	non exies inde donec reddas novissimum quadrantem			non exies inde donec reddas nouissimum quadrantem		FALSE
12890	audistis quia dictum est antiquis			audistis quia dictum est antiquis		FALSE
12891	non moechaberis			non moechaberis		FALSE
12892	ego autem dico vobis quoniam			ego autem dico uobis quoniam		FALSE
12893	omnis qui viderit mulierem ad concupiscendum eam iam moechatus est eam in corde suo			omnis qui uiderit mulierem ad concupiscendum eam iam moechatus est eam in corde suo		FALSE
12894	quod si oculus tuus dexter scandalizat te erue eum et proice abs te			quod si oculus tuus dexter scandalizat te erue eum et proice abs te		FALSE
12895	expedit enim tibi ut pereat unum membrorum tuorum quam totum corpus tuum mittatur in gehennam			expedit enim tibi ut pereat unum membrorum tuorum quam totum corpus tuum mittatur in gehennam		FALSE
12896	et si dextera manus tua scandalizat te abscide eam et proice abs te			et si dextera manus tua scandalizat te abscide eam et proice abs te		FALSE
12897	expedit tibi ut pereat unum membrorum tuorum quam totum corpus tuum eat in gehennam			expedit tibi ut pereat unum membrorum tuorum quam totum corpus tuum eat in gehennam		FALSE
12898	dictum est autem			dictum est autem		FALSE
12899	quicumque dimiserit uxorem suam det illi libellum repudii			quicumque dimiserit uxorem suam det illi libellum repudii		FALSE
12900	ego autem dico vobis quia			ego autem dico uobis quia		FALSE
12901	omnis qui dimiserit uxorem suam excepta fornicationis causa facit eam moechari			omnis qui dimiserit uxorem suam excepta fornicationis causa facit eam moechari		FALSE
12902	et qui dimissam duxerit adulterat			et qui dimissam duxerit adulterat		FALSE
12903	iterum audistis quia dictum est antiquis			iterum audistis quia dictum est antiquis		FALSE
12904	non peierabis			non peierabis		FALSE
12905	reddes autem Domino iuramenta tua			reddes autem domino iuramenta tua		FALSE
12906	ego autem dico vobis non iurare omnino ne que per caelum quia thronus Dei est ne que per terram quia scabillum est pedum eius ne que per Hierosolymam quia civitas est magni Regis ne que per caput tuum iuraveris quia non potes unum capillum album facere aut nigrum			ego autem dico uobis non iurare omnino neque per caelum quia thronus dei est neque per terram quia scabillum est pedum eius neque per hierosolymam quia ciuitas est magni regis neque per caput tuum iuraueris quia non potes unum capillum album facere aut nigrum		FALSE
12910	sit autem sermo vester est est non non			sit autem sermo uester est est non non		FALSE
12912	quod autem his abundantius est a malo est			quod autem his abundantius est a malo est		FALSE
12913	audistis quia dictum est			audistis quia dictum est		FALSE
12914	oculum pro oculo et dentem pro dente			oculum pro oculo et dentem pro dente		FALSE
12915	ego autem dico vobis non resistere malo			ego autem dico uobis non resistere malo		FALSE
12916	sed si quis te percusserit in dextera maxilla tua praebe illi et alteram			sed si quis te percusserit in dextera maxilla tua praebe illi et alteram		FALSE
12917	et ei qui vult te cum iudicio contendere et tunicam tuam tollere remitte ei et pallium			et ei qui uult te cum iudicio contendere et tunicam tuam tollere remitte ei et pallium		FALSE
12918	et quicumque te angariaverit mille passus vade cum illo alia duo			et quicumque te angariauerit mille passus uade cum illo alia duo		FALSE
12919	qui petit a te da ei			qui petit a te da ei		FALSE
12920	et volenti mutuari a te ne avertaris			et uolenti mutuari a te ne auertaris		FALSE
12921	audistis quia dictum est			audistis quia dictum est		FALSE
12922	diliges proximum tuum et odio habebis inimicum tuum			diliges proximum tuum et odio habebis inimicum tuum		FALSE
12923	ego autem dico vobis			ego autem dico uobis		FALSE
12924	diligite inimicos vestros benefacite his qui oderunt vos et orate pro persequentibus et calumniantibus vos ut sitis filii Patris vestri qui in caelis est			diligite inimicos uestros benefacite his qui oderunt uos et orate pro persequentibus et calumniantibus uos ut sitis filii patris uestri qui in caelis est		FALSE
12926	qui solem suum oriri facit super bonos et malos			qui solem suum oriri facit super bonos et malos		FALSE
12927	et pluit super iustos et iniustos			et pluit super iustos et iniustos		FALSE
12928	si enim diligatis eos qui vos diligunt quam mercedem habebitis			si enim diligatis eos qui uos diligunt quam mercedem habebitis		FALSE
12929	nonne et publicani hoc faciunt			nonne et publicani hoc faciunt		FALSE
12930	et si salutaveritis fratres vestros tantum quid amplius facitis			et si salutaueritis fratres uestros tantum quid amplius facitis		FALSE
12931	nonne et ethnici hoc faciunt			nonne et ethnici hoc faciunt		FALSE
12932	estote ergo vos perfecti sicut et Pater vester caelestis perfectus est			estote ergo uos perfecti sicut et pater uester caelestis perfectus est		FALSE
12933	adtendite ne iustitiam vestram faciatis coram hominibus ut videamini ab eis			adtendite ne iustitiam uestram faciatis coram hominibus ut uideamini ab eis		FALSE
12934	alioquin mercedem non habebitis apud Patrem vestrum qui in caelis est			alioquin mercedem non habebitis apud patrem uestrum qui in caelis est		FALSE
12935	cum ergo facies elemosynam noli tuba canere ante te sicut hypocritae faciunt in synagogis et in vicis ut honorificentur ab hominibus			cum ergo facies elemosynam noli tuba canere ante te sicut hypocritae faciunt in synagogis et in uicis ut honorificentur ab hominibus		FALSE
12936	amen dico vobis			amen dico uobis		FALSE
62928	receperunt mercedem suam			receperunt mercedem suam		FALSE
12937	te autem faciente elemosynam nesciat sinistra tua quid faciat dextera tua ut sit elemosyna tua in abscondito et Pater tuus qui videt in abscondito reddet tibi			te autem faciente elemosynam nesciat sinistra tua quid faciat dextera tua ut sit elemosyna tua in abscondito et pater tuus qui uidet in abscondito reddet tibi		FALSE
12939	et cum oratis non eritis sicut hypocritae qui amant in synagogis et in angulis platearum stantes orare ut videantur ab hominibus			et cum oratis non eritis sicut hypocritae qui amant in synagogis et in angulis platearum stantes orare ut uideantur ab hominibus		FALSE
12940	amen dico vobis			amen dico uobis		FALSE
62929	receperunt mercedem suam			receperunt mercedem suam		FALSE
12941	tu autem cum orabis intra in cubiculum tuum et cluso ostio tuo ora Patrem tuum in abscondito			tu autem cum orabis intra in cubiculum tuum et cluso ostio tuo ora patrem tuum in abscondito		FALSE
12942	et Pater tuus qui videt in abscondito reddet tibi			et pater tuus qui uidet in abscondito reddet tibi		FALSE
47494	orantes autem nolite multum loqui sicut ethnici			orantes autem nolite multum loqui sicut ethnici		FALSE
47495	putant enim quia in multiloquio suo exaudiantur			putant enim quia in multiloquio suo exaudiantur		FALSE
12944	nolite ergo adsimilari eis			nolite ergo adsimilari eis		FALSE
12945	scit enim Pater vester quibus opus sit vobis antequam petatis eum			scit enim pater uester quibus opus sit uobis antequam petatis eum		FALSE
12946	sic ergo vos orabitis			sic ergo uos orabitis		FALSE
12947	Pater noster qui in caelis es sanctificetur nomen tuum			pater noster qui in caelis es sanctificetur nomen tuum		FALSE
47496	veniat regnum tuum			ueniat regnum tuum		FALSE
47497	fiat voluntas tua sicut in caelo et in terra			fiat uoluntas tua sicut in caelo et in terra		FALSE
12949	panem nostrum supersubstantialem da nobis hodie et dimitte nobis debita nostra sicut et nos dimisimus debitoribus nostris			panem nostrum supersubstantialem da nobis hodie et dimitte nobis debita nostra sicut et nos dimisimus debitoribus nostris		FALSE
12950	et ne inducas nos in temptationem sed libera nos a malo			et ne inducas nos in temptationem sed libera nos a malo		FALSE
12951	si enim dimiseritis hominibus peccata eorum dimittet et vobis Pater vester caelestis delicta vestra			si enim dimiseritis hominibus peccata eorum dimittet et uobis pater uester caelestis delicta uestra		FALSE
12953	si autem non dimiseritis hominibus nec Pater vester dimittet peccata vestra			si autem non dimiseritis hominibus nec pater uester dimittet peccata uestra		FALSE
12955	cum autem ieiunatis nolite fieri sicut hypocritae tristes			cum autem ieiunatis nolite fieri sicut hypocritae tristes		FALSE
12956	demoliuntur enim facies suas ut pareant hominibus ieiunantes			demoliuntur enim facies suas ut pareant hominibus ieiunantes		FALSE
12957	amen dico vobis quia receperunt mercedem suam			amen dico uobis quia receperunt mercedem suam		FALSE
12958	tu autem cum ieiunas ungue caput tuum et faciem tuam lava ne videaris hominibus ieiunans sed Patri tuo qui est in abscondito			tu autem cum ieiunas ungue caput tuum et faciem tuam laua ne uidearis hominibus ieiunans sed patri tuo qui est in abscondito		FALSE
12959	et Pater tuus qui videt in abscondito reddet tibi			et pater tuus qui uidet in abscondito reddet tibi		FALSE
12960	nolite thesaurizare vobis thesauros in terra ubi erugo et tinea demolitur ubi fures effodiunt et furantur			nolite thesaurizare uobis thesauros in terra ubi erugo et tinea demolitur ubi fures effodiunt et furantur		FALSE
12963	thesaurizate autem vobis thesauros in caelo ubi ne que erugo ne que tinea demolitur et ubi fures non effodiunt ne c furantur			thesaurizate autem uobis thesauros in caelo ubi neque erugo neque tinea demolitur et ubi fures non effodiunt ne c furantur		FALSE
12964	ubi enim est thesaurus tuus ibi est et cor tuum			ubi enim est thesaurus tuus ibi est et cor tuum		FALSE
12965	lucerna corporis est oculus			lucerna corporis est oculus		FALSE
12966	si fuerit oculus tuus simplex totum corpus tuum lucidum erit			si fuerit oculus tuus simplex totum corpus tuum lucidum erit		FALSE
12967	si autem oculus tuus nequam fuerit totum corpus tuum tenebrosum erit			si autem oculus tuus nequam fuerit totum corpus tuum tenebrosum erit		FALSE
12968	si ergo lumen quod in te est tenebrae sunt tenebrae quantae erunt			si ergo lumen quod in te est tenebrae sunt tenebrae quantae erunt		FALSE
12970	nemo potest duobus dominis servire			nemo potest duobus dominis seruire		FALSE
12971	aut enim unum odio habebit et alterum diliget aut unum sustinebit et alterum contemnet			aut enim unum odio habebit et alterum diliget aut unum sustinebit et alterum contemnet		FALSE
12973	non potestis Deo servire et mamonae			non potestis deo seruire et mamonae		FALSE
12974	ideo dico vobis ne solliciti sitis animae vestrae quid manducetis ne que corpori vestro quid induamini			ideo dico uobis ne solliciti sitis animae uestrae quid manducetis neque corpori uestro quid induamini		FALSE
12975	nonne anima plus est quam esca et corpus plus est quam vestimentum			nonne anima plus est quam esca et corpus plus est quam uestimentum		FALSE
12976	respicite volatilia caeli quoniam non serunt ne que metunt ne que congregant in horrea			respicite uolatilia caeli quoniam non serunt neque metunt neque congregant in horrea		FALSE
12977	et Pater vester caelestis pascit illa			et pater uester caelestis pascit illa		FALSE
12978	nonne vos magis pluris estis illis			nonne uos magis pluris estis illis		FALSE
12979	quis autem vestrum cogitans potest adicere ad staturam suam cubitum unum			quis autem uestrum cogitans potest adicere ad staturam suam cubitum unum		FALSE
12980	et de vestimento quid solliciti estis			et de uestimento quid solliciti estis		FALSE
12981	considerate lilia agri quomodo crescunt			considerate lilia agri quomodo crescunt		FALSE
12982	non laborant ne c nent			non laborant ne c nent		FALSE
12983	dico autem vobis quoniam nec Salomon in omni gloria sua coopertus est sicut unum ex istis			dico autem uobis quoniam nec salomon in omni gloria sua coopertus est sicut unum ex istis		FALSE
12984	si autem faenum agri quod hodie est et cras in clibanum mittitur Deus sic vestit quanto magis vos minimae fidei			si autem faenum agri quod hodie est et cras in clibanum mittitur deus sic uestit quanto magis uos minimae fidei		FALSE
12985	nolite ergo solliciti esse dicentes			nolite ergo solliciti esse dicentes		FALSE
12986	quid manducabimus aut quid bibemus aut quo operiemur			quid manducabimus aut quid bibemus aut quo operiemur		FALSE
12987	haec enim omnia gentes inquirunt			haec enim omnia gentes inquirunt		FALSE
12988	scit enim Pater vester quia his omnibus indigetis			scit enim pater uester quia his omnibus indigetis		FALSE
12989	quaerite autem primum regnum et iustitiam eius			quaerite autem primum regnum et iustitiam eius		FALSE
12990	et omnia haec adicientur vobis			et omnia haec adicientur uobis		FALSE
12991	nolite ergo esse solliciti in crastinum			nolite ergo esse solliciti in crastinum		FALSE
12992	crastinus enim dies sollicitus erit sibi ipse			crastinus enim dies sollicitus erit sibi ipse		FALSE
12993	sufficit diei malitia sua			sufficit diei malitia sua		FALSE
12994	nolite iudicare ut non iudicemini			nolite iudicare ut non iudicemini		FALSE
12995	in quo enim iudicio iudicaveritis iudicabimini			in quo enim iudicio iudicaueritis iudicabimini		FALSE
12996	et in qua mensura mensi fueritis metietur vobis			et in qua mensura mensi fueritis metietur uobis		FALSE
12997	quid autem vides festucam in oculo fratris tui et trabem in oculo tuo non vides			quid autem uides festucam in oculo fratris tui et trabem in oculo tuo non uides		FALSE
12998	aut quomodo dicis fratri tuo			aut quomodo dicis fratri tuo		FALSE
47498	sine eiciam festucam de oculo tuo			sine eiciam festucam de oculo tuo		FALSE
47499	et ecce trabis est in oculo tuo			et ecce trabis est in oculo tuo		FALSE
13000	hypocrita eice primum trabem de oculo tuo et tunc videbis eicere festucam de oculo fratris tui			hypocrita eice primum trabem de oculo tuo et tunc uidebis eicere festucam de oculo fratris tui		FALSE
13001	nolite dare sanctum canibus			nolite dare sanctum canibus		FALSE
13002	ne que mittatis margaritas vestras ante porcos ne forte conculcent eas pedibus suis et conversi disrumpant vos			neque mittatis margaritas uestras ante porcos ne forte conculcent eas pedibus suis et conuersi disrumpant uos		FALSE
13003	petite et dabitur vobis			petite et dabitur uobis		FALSE
13004	quaerite et invenietis			quaerite et inuenietis		FALSE
13005	pulsate et aperietur vobis			pulsate et aperietur uobis		FALSE
13006	omnis enim qui petit accipit			omnis enim qui petit accipit		FALSE
13007	et qui quaerit invenit			et qui quaerit inuenit		FALSE
13008	et pulsanti aperietur			et pulsanti aperietur		FALSE
13009	aut quis est ex vobis homo quem si petierit filius suus panem numquid lapidem porriget ei			aut quis est ex uobis homo quem si petierit filius suus panem numquid lapidem porriget ei		FALSE
13010	aut si piscem petet numquid serpentem porriget ei			aut si piscem petet numquid serpentem porriget ei		FALSE
13011	si ergo vos cum sitis mali nostis bona dare filiis vestris quanto magis Pater vester qui in caelis est dabit bona petentibus se			si ergo uos cum sitis mali nostis bona dare filiis uestris quanto magis pater uester qui in caelis est dabit bona petentibus se		FALSE
13013	omnia ergo quaecumque vultis ut faciant vobis homines et vos facite eis			omnia ergo quaecumque uultis ut faciant uobis homines et uos facite eis		FALSE
13014	haec est enim lex et prophetae			haec est enim lex et prophetae		FALSE
13015	intrate per angustam portam quia lata porta et spatiosa via quae ducit ad perditionem et multi sunt qui intrant per eam			intrate per angustam portam quia lata porta et spatiosa uia quae ducit ad perditionem et multi sunt qui intrant per eam		FALSE
13017	quam angusta porta et arta via quae ducit ad vitam			quam angusta porta et arta uia quae ducit ad uitam		FALSE
47500	et pauci sunt qui inveniunt eam			et pauci sunt qui inueniunt eam		FALSE
47501	adtendite a falsis prophetis qui veniunt ad vos in vestimentis ovium			adtendite a falsis prophetis qui ueniunt ad uos in uestimentis ouium		FALSE
47502	intrinsecus autem sunt lupi rapaces			intrinsecus autem sunt lupi rapaces		FALSE
13019	a fructibus eorum cognoscetis eos			a fructibus eorum cognoscetis eos		FALSE
13020	numquid colligunt de spinis uvas aut de tribulis ficus			numquid colligunt de spinis uuas aut de tribulis ficus		FALSE
13021	sic omnis arbor bona fructus bonos facit			sic omnis arbor bona fructus bonos facit		FALSE
13022	mala autem arbor fructus malos facit			mala autem arbor fructus malos facit		FALSE
13023	non potest arbor bona fructus malos facere ne que arbor mala fructus bonos facere			non potest arbor bona fructus malos facere neque arbor mala fructus bonos facere		FALSE
13025	omnis arbor quae non facit fructum bonum exciditur et in ignem mittitur			omnis arbor quae non facit fructum bonum exciditur et in ignem mittitur		FALSE
13026	igitur ex fructibus eorum cognoscetis eos			igitur ex fructibus eorum cognoscetis eos		FALSE
13027	non omnis qui dicit mihi Domine Domine intrabit in regnum caelorum			non omnis qui dicit mihi domine domine intrabit in regnum caelorum		FALSE
13028	sed qui facit voluntatem Patris mei qui in caelis est ipse intrabit in regnum caelorum			sed qui facit uoluntatem patris mei qui in caelis est ipse intrabit in regnum caelorum		FALSE
13029	multi dicent mihi in illa die			multi dicent mihi in illa die		FALSE
13030	Domine Domine nonne in nomine tuo prophetavimus et in tuo nomine daemonia eiecimus et in tuo nomine virtutes multas fecimus			domine domine nonne in nomine tuo prophetauimus et in tuo nomine daemonia eiecimus et in tuo nomine uirtutes multas fecimus		FALSE
13031	et tunc confitebor illis quia			et tunc confitebor illis quia		FALSE
13032	numquam novi vos			numquam noui uos		FALSE
13033	discedite a me qui operamini iniquitatem			discedite a me qui operamini iniquitatem		FALSE
13034	omnis ergo qui audit verba mea haec et facit ea adsimilabitur viro sapienti qui aedificavit domum suam supra petram			omnis ergo qui audit uerba mea haec et facit ea adsimilabitur uiro sapienti qui aedificauit domum suam supra petram		FALSE
13035	fundata enim erat super petram			fundata enim erat super petram		FALSE
62933	et descendit pluvia et venerunt flumina et flaverunt venti et inruerunt in domum illam et non cecidit			et descendit pluuia et uenerunt flumina et flauerunt uenti et inruerunt in domum illam et non cecidit		FALSE
13036	et omnis qui audit verba mea haec et non facit ea similis erit viro stulto qui aedificavit domum suam supra harenam			et omnis qui audit uerba mea haec et non facit ea similis erit uiro stulto qui aedificauit domum suam supra harenam		FALSE
13037	et descendit pluvia et venerunt flumina et flaverunt venti et inruerunt in domum illam et cecidit et fuit ruina eius magna			et descendit pluuia et uenerunt flumina et flauerunt uenti et inruerunt in domum illam et cecidit et fuit ruina eius magna		FALSE
13038	et factum est			et factum est		FALSE
13039	cum consummasset Iesus verba haec admirabantur turbae super doctrinam eius			cum consummasset iesus uerba haec admirabantur turbae super doctrinam eius		FALSE
13041	cum autem descendisset de monte secutae sunt eum turbae multae			cum autem descendisset de monte secutae sunt eum turbae multae		FALSE
13042	et ecce leprosus veniens adorabat eum dicens			et ecce leprosus ueniens adorabat eum dicens		FALSE
13043	Domine si vis potes me mundare			domine si uis potes me mundare		FALSE
13044	et extendens manum tetigit eum Iesus dicens			et extendens manum tetigit eum iesus dicens		FALSE
13045	volo mundare			uolo mundare		FALSE
13047	et confestim mundata est lepra eius			et confestim mundata est lepra eius		FALSE
13048	et ait illi Iesus			et ait illi iesus		FALSE
13049	vide nemini dixeris			uide nemini dixeris		FALSE
13050	sed vade ostende te sacerdoti et offer munus quod praecepit Moses in testimonium illis			sed uade ostende te sacerdoti et offer munus quod praecepit moses in testimonium illis		FALSE
13051	cum autem introisset Capharnaum accessit ad eum centurio rogans eum et dicens			cum autem introisset capharnaum accessit ad eum centurio rogans eum et dicens		FALSE
13052	Domine puer meus iacet in domo paralyticus et male torquetur			domine puer meus iacet in domo paralyticus et male torquetur		FALSE
13053	et ait illi Iesus			et ait illi iesus		FALSE
13054	ego veniam et curabo eum			ego ueniam et curabo eum		FALSE
13055	et respondens centurio ait			et respondens centurio ait		FALSE
13056	Domine non sum dignus ut intres sub tectum meum			domine non sum dignus ut intres sub tectum meum		FALSE
13057	sed tantum dic verbo et sanabitur puer meus			sed tantum dic uerbo et sanabitur puer meus		FALSE
13058	nam et ego homo sum sub potestate habens sub me milites			nam et ego homo sum sub potestate habens sub me milites		FALSE
13061	et alio veni et venit			et alio ueni et uenit		FALSE
62763	et dico huic vade et vadit			et dico huic uade et uadit		FALSE
62764	et servo meo fac hoc et facit			et seruo meo fac hoc et facit		FALSE
13065	amen dico vobis			amen dico uobis		FALSE
62765	audiens autem Iesus miratus est et sequentibus se dixit			audiens autem iesus miratus est et sequentibus se dixit		FALSE
62934	non inveni tantam fidem in Israhel			non inueni tantam fidem in israhel		FALSE
13066	dico autem vobis quod multi ab oriente et occidente venient et recumbent cum Abraham et Isaac et Iacob in regno caelorum			dico autem uobis quod multi ab oriente et occidente uenient et recumbent cum abraham et isaac et iacob in regno caelorum		FALSE
13067	filii autem regni eicientur in tenebras exteriores			filii autem regni eicientur in tenebras exteriores		FALSE
13068	ibi erit fletus et stridor dentium			ibi erit fletus et stridor dentium		FALSE
13069	et dixit Iesus centurioni			et dixit iesus centurioni		FALSE
13070	vade et sicut credidisti fiat tibi			uade et sicut credidisti fiat tibi		FALSE
13071	et sanatus est puer in hora illa			et sanatus est puer in hora illa		FALSE
13072	et cum venisset Iesus in domum Petri vidit socrum eius iacentem et febricitantem			et cum uenisset iesus in domum petri uidit socrum eius iacentem et febricitantem		FALSE
13073	et tetigit manum eius et dimisit eam febris et surrexit et ministrabat eis			et tetigit manum eius et dimisit eam febris et surrexit et ministrabat eis		FALSE
13074	vespere autem facto obtulerunt ei multos daemonia habentes			uespere autem facto obtulerunt ei multos daemonia habentes		FALSE
13075	et eiciebat spiritus verbo et omnes male habentes curavit ut adimpleretur quod dictum est per Esaiam prophetam dicentem			et eiciebat spiritus uerbo et omnes male habentes curauit ut adimpleretur quod dictum est per esaiam prophetam dicentem		FALSE
13077	ipse infirmitates nostras accepit et aegrotationes portavit			ipse infirmitates nostras accepit et aegrotationes portauit		FALSE
13079	videns autem Iesus turbas multas circum se iussit ire trans fretum			uidens autem iesus turbas multas circum se iussit ire trans fretum		FALSE
13080	et accedens unus scriba ait illi			et accedens unus scriba ait illi		FALSE
13081	magister sequar te quocumque ieris			magister sequar te quocumque ieris		FALSE
13082	et dicit ei Iesus			et dicit ei iesus		FALSE
47503	vulpes foveas habent et volucres caeli tabernacula			uulpes foueas habent et uolucres caeli tabernacula		FALSE
47504	Filius autem hominis non habet ubi caput reclinet			filius autem hominis non habet ubi caput reclinet		FALSE
13084	alius autem de discipulis eius ait illi			alius autem de discipulis eius ait illi		FALSE
13085	Domine permitte me primum ire et sepelire patrem meum			domine permitte me primum ire et sepelire patrem meum		FALSE
13086	Iesus autem ait illi			iesus autem ait illi		FALSE
13087	sequere me et dimitte mortuos sepelire mortuos suos			sequere me et dimitte mortuos sepelire mortuos suos		FALSE
13088	et ascendente eo in navicula secuti sunt eum discipuli eius			et ascendente eo in nauicula secuti sunt eum discipuli eius		FALSE
13089	et ecce motus magnus factus est in mari ita ut navicula operiretur fluctibus			et ecce motus magnus factus est in mari ita ut nauicula operiretur fluctibus		FALSE
13090	ipse vero dormiebat			ipse uero dormiebat		FALSE
13091	et accesserunt et suscitaverunt eum dicentes			et accesserunt et suscitauerunt eum dicentes		FALSE
13092	Domine salva nos			domine salua nos		FALSE
13093	perimus			perimus		FALSE
13094	et dicit eis			et dicit eis		FALSE
13095	quid timidi estis modicae fidei			quid timidi estis modicae fidei		FALSE
13096	tunc surgens imperavit ventis et mari et facta est tranquillitas magna			tunc surgens imperauit uentis et mari et facta est tranquillitas magna		FALSE
13097	porro homines mirati sunt dicentes			porro homines mirati sunt dicentes		FALSE
13098	qualis est hic quia et venti et mare oboediunt ei			qualis est hic quia et uenti et mare oboediunt ei		FALSE
13099	et cum venisset trans fretum in regionem Gerasenorum occurrerunt ei duo habentes daemonia de monumentis exeuntes saevi nimis ita ut nemo posset transire per viam illam			et cum uenisset trans fretum in regionem gerasenorum occurrerunt ei duo habentes daemonia de monumentis exeuntes saeui nimis ita ut nemo posset transire per uiam illam		FALSE
13100	et ecce clamaverunt dicentes			et ecce clamauerunt dicentes		FALSE
