sentence_id	sentence	ref	sent_order
86273	Sequuntur conubia et affinitates ex quibus etiam plures propinqui	Cic.Off.1.54	5640
86274	quae propagatio et suboles origo est rerum publicarum	Cic.Off.1.54	5641
86275	Sanguinis autem coniunctio et benivolentia devincit homines et caritate	Cic.Off.1.54	5642
86276	magnum est enim eadem habere monumenta maiorum eisdem uti sacris sepulcra habere communia	Cic.Off.1.55	5643
86277	Sed omnium societatum nulla praestantior est nulla firmior quam cum viri boni moribus similes sunt familiaritate coniuncti	Cic.Off.1.55	5644
86278	illud enim honestum quod saepe dicimus etiam si in alio cernimus nos movet atque illi in quo id inesse videtur amicos facit	Cic.Off.1.55	5645
86279	Et quamquam omnis virtus nos ad se allicit facit que ut eos diligamus in quibus ipsa inesse videatur tamen iustitia et liberalitas id maxime efficit	Cic.Off.1.56	5646
86280	Nihil autem est amabilius ne c copulatius quam morum similitudo bonorum	Cic.Off.1.56	5647
86281	in quibus enim eadem studia sunt eaedem voluntates in iis fit ut aeque quisque altero delectetur ac se ipso efficitur que id quod Pythagoras vult in amicitia ut unus fiat ex pluribus	Cic.Off.1.56	5648
86282	Magna etiam illa communitas est quae conficitur ex beneficiis ultro et citro datis acceptis quae et mutua et grata dum sunt inter quos ea sunt firma devinciuntur societate	Cic.Off.1.56	5649
86283	Sed cum omnia ratione animo que lustraris omnium societatum nulla est gravior nulla carior quam ea quae cum re publica est uni cuique nostrum	Cic.Off.1.57	5650
86284	Cari sunt parentes cari liberi propinqui familiares sed omnes omnium caritates patria una complexa est pro qua quis bonus dubitet mortem oppetere si ei sit profuturus	Cic.Off.1.57	5651
86285	Quo est detestabilior istorum immanitas qui lacerarunt omni scelere patriam et in ea funditus delenda occupati et sunt et fuerunt	Cic.Off.1.57	5652
86286	Sed si contentio quaedam et comparatio fiat quibus plurimum tribuendum sit officii principes sint patria et parentes quorum beneficiis maximis obligati sumus liberi tota que domus quae spectat in nos solos ne que aliud ullum potest habere perfugium deinceps bene convenientes propinqui quibus cum communis etiam fortuna plerumque est	Cic.Off.1.58	5653
86287	Quam ob rem necessaria praesidia vitae debentur iis maxime quos ante dixi	Cic.Off.1.58	5654
88139	vita autem victus que communis consilia sermones cohortationes consolationes interdum etiam obiurgationes in amicitiis vigent maxime est que ea iucundissima amicitia quam similitudo morum coniugavit	Cic.Off.1.58	5655
86288	Sed in his omnibus officiis tribuendis videndum erit quid cuique maxime necesse sit et quid quisque vel sine nobis aut possit consequi aut non possit	Cic.Off.1.59	5656
86289	Ita non iidem erunt necessitudinum gradus qui temporum sunt que officia quae aliis magis quam aliis debeantur ut vicinum citius adiuveris in fructibus percipiendis quam aut fratrem aut familiarem at si lis in iudicio sit propinquum potius et amicum quam vicinum defenderis	Cic.Off.1.59	5657
86292	Haec igitur et talia circumspicienda sunt in omni officio ut boni ratiocinatores officiorum esse possimus et addendo deducendo que videre quae reliqui summa fiat ex quo quantum cuique debeatur intellegas	Cic.Off.1.59	5658
86293	Sed ut ne c medici ne c imperatores ne c oratores quamvis artis praecepta perceperint quicquam magna laude dignum sine usu et exercitatione consequi possunt sic officii conservandi praecepta traduntur illa quidem ut facimus ipsi sed rei magnitudo usum quoque exercitationem que desiderat	Cic.Off.1.60	5659
86294	Atque ab iis rebus quae sunt in iure societatis humanae quem ad modum ducatur honestum ex quo aptum est officium satis fere diximus	Cic.Off.1.60	5660
86295	Intelligendum autem est cum proposita sint genera quattuor e quibus honestas officium que manaret splendidissimum videri quod animo magno elato que humanas que res despiciente factum sit	Cic.Off.1.61	5661
86299	Contra que in laudibus quae magno animo et fortiter excellenter que gesta sunt ea nescio quo modo quasi pleniore ore laudamus	Cic.Off.1.61	5662
86300	Hinc rhetorum campus de Marathone Salamine Plataeis Thermopylis Leuctris	Cic.Off.1.61	5663
88140	hinc noster Cocles hinc Decii hinc Gnaeus et Publius Scipiones hinc Marcus Marcellus innumerabiles alii maxime que ipse populus Romanus animi magnitudine excellit	Cic.Off.1.61	5664
86304	Declaratur autem studium bellicae gloriae quod statuas quoque videmus ornatu fere militari	Cic.Off.1.61	5665
86305	Sed ea animi elatio quae cernitur in periculis et laboribus si iustitia vacat pugnat que non pro salute communi sed pro suis commodis in vitio est	Cic.Off.1.62	5666
86306	non modo enim id virtutis non est sed est potius immanitatis omnem humanitatem repellentis	Cic.Off.1.62	5667
86307	Itaque probe definitur a Stoicis fortitudo cum eam virtutem esse dicunt propugnantem pro aequitate	Cic.Off.1.62	5668
86308	Quocirca nemo qui fortitudinis gloriam consecutus est insidiis et malitia laudem est adeptus	Cic.Off.1.62	5669
86309	nihil enim honestum esse potest quod iustitia vacat	Cic.Off.1.62	5670
86310	Praeclarum igitur illud Platonis	Cic.Off.1.63	5671
86311	Non inquit solum scientia quae est remota ab iustitia calliditas potius quam sapientia est appellanda verum etiam animus paratus ad periculum si sua cupiditate non utilitate communi impellitur audaciae potius nomen habeat quam fortitudinis	Cic.Off.1.63	5672
86312	Itaque viros fortes et magnanimnos eosdem bonos et simplices veritatis amicos minime que fallaces esse volumus	Cic.Off.1.63	5673
86313	quae sunt ex media laude iustitiae	Cic.Off.1.63	5674
86314	Sed illud odiosum est quod in hac elatione et magnitudine animi facillime pertinacia et nimia cupiditas principatus innascitur	Cic.Off.1.64	5675
86315	Ut enim apud Platonem est omnem morem Lacedaemoniorum inflammatum esse cupiditate vincendi sic ut quisque animi magnitudine maxime excellet ita maxime vult princeps omnium vel potius solus esse	Cic.Off.1.64	5676
86316	Difficile autem est cum praestare omnibus concupieris servare aequitatem quae est iustitiae maxime propria	Cic.Off.1.64	5677
86317	Ex quo fit ut ne que disceptatione vinci se ne c ullo publico ac legitimo iure patiantur exsistunt que in re publica plerumque largitores et factiosi ut opes quam maximas consequantur et sint vi potius superiores quam iustitia pares	Cic.Off.1.64	5678
86318	Sed quo difficilius hoc praeclarius	Cic.Off.1.64	5679
86319	nullum enim est tempus quod iustitia vacare debeat	Cic.Off.1.64	5680
86320	Fortes igitur et magnanimi sunt habendi non qui faciunt sed qui propulsant iniuriam	Cic.Off.1.65	5681
86321	Vera autem et sapiens animi magnitudo honestum illud quod maxime natura sequitur in factis positum non in gloria iudicat principem que se esse mavult quam videri	Cic.Off.1.65	5682
86322	etenim qui ex errore imperitae multitudinis pendet hic in magnis viris non est habendus	Cic.Off.1.65	5683
86323	Facillime autem ad res iniustas impellitur ut quisque altissimo animo est gloriae cupiditate	Cic.Off.1.65	5684
86324	qui locus est sane lubricus quod vix invenitur qui laboribus susceptis periculis que aditis non quasi mercedem rerum gestarum desideret gloriam	Cic.Off.1.65	5685
86325	Omnino fortis animus et magnus duabus rebus maxime cernitur quarum una in rerum externarum despicientia ponitur cum persuasum est nihil hominem nisi quod honestum decorum que sit aut admirari aut optare aut expetere oportere nulli que ne que homini ne que perturbationi animi ne c fortunae succumbere	Cic.Off.1.66	5686
86326	Altera est res ut cum ita sis affectus animo ut supra dixi res geras magnas illas quidem et maxime utiles sed vehementer arduas plenas que laborum et periculorum cum vitae tum multarum rerum quae ad vitam pertinent	Cic.Off.1.66	5687
86327	Harum rerum duarum splendor omnis amplitudo addo etiam utilitatem in posteriore est causa autem et ratio efficiens magnos viros in priore	Cic.Off.1.67	5688
86328	in eo est enim illud quod excellentes animos et humana contemnentes facit	Cic.Off.1.67	5689
86329	Id autem ipsum cernitur in duobus si et solum id quod honestum sit bonum iudices et ab omni animi perturbatione liber sis	Cic.Off.1.67	5690
86330	Nam et ea quae eximia plerisque et praeclara videntur parva ducere ea que ratione stabili firma que contemnere fortis animi magni que ducendum est et ea quae videntur acerba quae multa et varia in hominum vita fortuna que versantur ita ferre ut nihil a statu naturae discedas nihil a dignitate sapientis robusti animi est magnae que constantiae	Cic.Off.1.67	5691
86332	Non est autem consentaneum qui metu non frangatur eum frangi cupiditate ne c qui invictum se a labore praestiterit vinci a voluptate	Cic.Off.1.68	5692
86333	Quam ob rem et haec vitanda et pecuniae fugienda cupiditas	Cic.Off.1.68	5693
86334	nihil enim est tam angusti animi tam que parvi quam amare divitias nihil honestius magnificentius que quam pecuniam contemnere si non habeas si habeas ad beneficentiam liberalitatem que conferre	Cic.Off.1.68	5694
86335	Cavenda etiam est gloriae cupiditas ut supra dixi	Cic.Off.1.68	5695
86336	eripit enim libertatem pro qua magnanimis viris omnis debet esse contentio	Cic.Off.1.68	5696
86337	Ne c vero imperia expetenda ac potius aut non accipienda interdum aut deponenda non numquam	Cic.Off.1.68	5697
86338	Vacandum autem omni est animi perturbatione cum cupiditate et metu tum etiam aegritudine et voluptate nimia et iracundia ut tranquillitas animi et securitas adsit quae affert cum constantiam tum etiam dignitatem	Cic.Off.1.69	5698
86339	Multi autem et sunt et fuerunt qui eam quam dico tranquillitatem expetentes a negotiis publicis se removerint ad otium que perfugerint	Cic.Off.1.69	5699
86340	in his et nobilissimi philosophi longe que principes et quidam homines severi et graves ne c populi ne c principum mores ferre potuerunt vixerunt que non nulli in agris delectati re sua familiari	Cic.Off.1.69	5700
86341	His idem propositum fuit quod regibus ut ne qua re egerent ne cui parerent libertate uterentur cuius proprium est sic vivere ut velis	Cic.Off.1.70	5701
86342	Quare cum hoc commune sit potentiae cupidorum cum iis quos dixi otiosis alteri se adipisci id posse arbitrantur si opes magnas habeant alteri si contenti sint et suo et parvo	Cic.Off.1.70	5702
86343	In quo neutrorum omnino contemnenda sententia est sed et facilior et tutior et minus aliis gravis aut molesta vita est otiosorum fructuosior autem hominum generi et ad claritatem amplitudinem que aptior eorum qui se ad rem publicam et ad magnas res gerendas accommodaverunt	Cic.Off.1.70	5703
86344	Quapropter et iis forsitan concedendum sit rem publicam non capessentibus qui excellenti ingenio doctrinae sese dediderunt et iis qui aut valetudinis imbecillitate aut aliqua graviore causa impediti a re publica recesserunt cum eius administrandae potestatem aliis laudem que concederent	Cic.Off.1.71	5704
86345	Quibus autem talis nulla sit causa si despicere se dicant ea quae plerique mirentur imperia et magistratus iis non modo non laudi verum etiam vitio dandum puto	Cic.Off.1.71	5705
86346	quorum iudicium in eo quod gloriam contemnant et pro nihilo putent difficile factu est non probare	Cic.Off.1.71	5706
86347	sed videntur labores et molestias tum offensionum et repulsarum quasi quandam ignominiam timere et infamiam	Cic.Off.1.71	5707
86348	Sunt enim qui in rebus contrariis parum sibi constent voluptatem severissime contemnant in dolore sint molliores gloriam neglegant frangantur infamia atque ea quidem non satis constanter	Cic.Off.1.71	5708
86349	Sed iis qui habent a natura adiumenta rerum gerendarum abiecta omni cunctatione adipiscendi magistratus et gerenda res publica est	Cic.Off.1.72	5709
86350	nec enim aliter aut regi civitas aut declarari animi magnitudo potest	Cic.Off.1.72	5710
86351	Capessentibus autem rem publicam nihilo minus quam philosophis haud scio an magis etiam et magnificentia et despicientia adhibenda est rerum humanarum quam saepe dico et tranquillitas animi atque securitas siquidem ne c anxii futuri sunt et cum gravitate constantia que victuri	Cic.Off.1.72	5711
86352	Quae faciliora sunt philosophis quo minus multa patent in eorum vita quae fortuna feriat et quo minus multis rebus egent et quia si quid adversi eveniat tam graviter cadere non possunt	Cic.Off.1.73	5712
86353	Quocirca non sine causa maiores motus animorum concitantur maiora que studia efficiendi rem publicam gerentibus quam quietis quo magis iis et magnitudo est animi adhibenda et vacuitas ab angoribus	Cic.Off.1.73	5713
86355	in quo ipso considerandum est ne aut temere desperet propter ignaviam aut nimis confidat propter cupiditatem	Cic.Off.1.73	5715
86356	In omnibus autem negotiis prius quam aggrediare adhibenda est praeparatio diligens	Cic.Off.1.73	5716
86357	Sed cum plerique arbitrentur res bellicas maiores esse quam urbanas minuenda est haec opinio	Cic.Off.1.74	5717
86358	Multi enim bella saepe quaesiverunt propter gloriae cupiditatem atque id in magnis animis ingeniis que plerumque contingit eo que magis si sunt ad rem militarem apti et cupidi bellorum gerendorum	Cic.Off.1.74	5718
86359	vere autem si volumus iudicare multae res exstiterunt urbanae maiores clariores que quam bellicae	Cic.Off.1.74	5719
86360	Quamvis enim Themistocles iure laudetur et sit eius nomen quam Solonis illustrius citetur que Salamis clarissimae testis victoriae quae anteponatur consilio Solonis ei quo primum constituit Areopagitas non minus praeclarum hoc quam illud iudicandum est	Cic.Off.1.75	5720
86361	illud enim semel profuit	Cic.Off.1.75	5721
88141	hoc semper proderit civitati	Cic.Off.1.75	5722
86362	hoc consilio leges Atheniensium hoc maiorum instituta servantur	Cic.Off.1.75	5723
86363	et Themistocles quidem nihil dixerit in quo ipse Areopagum adiuverit at ille vere a se adiutum Themistoclem	Cic.Off.1.75	5724
86364	est enim bellum gestum consilio senatus eius qui a Solone erat constitutus	Cic.Off.1.75	5725
86365	Licet eadem de Pausania Lysandro que dicere quorum rebus gestis quamquam imperium Lacedaemoniis partum putatur tamen ne minima quidem ex parte Lycurgi legibus et disciplinae conferendi sunt	Cic.Off.1.76	5726
86366	quin etiam ob has ipsas causas et parentiores habuerunt exercitus et fortiores	Cic.Off.1.76	5727
86367	Mihi quidem ne que pueris nobis Marcus Scaurus Gaio Mario ne que cum versaremur in re publica Quintus Catulus Gnaeo Pompeio cedere videbatur	Cic.Off.1.76	5728
86372	parvi enim sunt foris arma nisi est consilium domi	Cic.Off.1.76	5729
86373	ne c plus Africanus singularis et vir et imperator in exscindenda Numantia rei publicae profuit quam eodem tempore Publius Nasica privatus cum Tiberium Gracchum interemit	Cic.Off.1.76	5730
86376	quamquam haec quidem res non solum ex domestica est ratione attingit etiam bellicam quoniam vi manu que confecta est sed tamen id ipsum est gestum consilio urbano sine exercitu	Cic.Off.1.76	5731
86377	Illud autem optimum est in quod invadi solere ab improbis et invidis audio	Cic.Off.1.77	5732
225183	Cedant arma togae	Cic.Off.1.77	5733
225182	concedat laurea laudi	Cic.Off.1.77	5734
86379	Ut enim alios omittam nobis rem publicam gubernantibus nonne togae arma cesserunt	Cic.Off.1.77	5735
86380	ne que enim periculum in re publica fuit gravius umquam ne c maius otium	Cic.Off.1.77	5736
86381	Ita consiliis diligentia que nostra celeriter de manibus audacissimorum civium delapsa arma ipsa ceciderunt	Cic.Off.1.77	5737
86382	Quae res igitur gesta umquam in bello tanta	Cic.Off.1.78	5738
86383	qui triumphus conferendus	Cic.Off.1.78	5739
86384	licet enim mihi Marce fili apud te gloriari ad quem et hereditas huius gloriae et factorum imitatio pertinet	Cic.Off.1.78	5740
86386	Mihi quidem certe vir abundans bellicis laudibus Gnaeus Pompeius multis audientibus hoc tribuit ut diceret frustra se triumphum tertium deportaturum fuisse nisi meo in rem publicam beneficio ubi triumpharet esset habiturus	Cic.Off.1.78	5741
86388	Sunt igitur domesticae fortitudines non inferiores militaribus	Cic.Off.1.78	5742
86389	in quibus plus etiam quam in his operae studii que ponendum est	Cic.Off.1.78	5743
86390	Omnino illud honestum quod ex animo excelso magnifico que quaerimus animi efficitur non corporis viribus	Cic.Off.1.79	5744
86391	Exercendum tamen corpus et ita afficiendum est ut oboedire consilio rationi que possit in exsequendis negotiis et in labore tolerando	Cic.Off.1.79	5745
86392	Honestum autem id quod exquirimus totum est positum in animi cura et cogitatione	Cic.Off.1.79	5746
86393	in quo non minorem utilitatem afferunt qui togati rei publicae praesunt quam qui bellum gerunt	Cic.Off.1.79	5747
86394	Itaque eorum consilio saepe aut non suscepta aut confecta bella sunt non numquam etiam illata ut Marci Catonis bellum tertium Punicum in quo etiam mortui valuit auctoritas	Cic.Off.1.79	5748
86396	Quare expetenda quidem magis est decernendi ratio quam decertandi fortitudo sed cavendum ne id bellandi magis fuga quam utilitatis ratione faciamus	Cic.Off.1.80	5749
86397	Bellum autem ita suscipiatur ut nihil aliud nisi pax quaesita videatur	Cic.Off.1.80	5750
86398	Fortis vero animi et constantis est non perturbari in rebus asperis ne c tumultuantem de gradu deici ut dicitur sed praesenti animo uti et consilio ne c a ratione discedere	Cic.Off.1.80	5751
86399	Quamquam hoc animi illud etiam ingenii magni est praecipere cogitatione futura et aliquanto ante constituere quid accidere possit in utramque partem et quid agendum sit cum quid evenerit ne c committere ut aliquando dicendum sit	Cic.Off.1.81	5752
86400	Non putaram	Cic.Off.1.81	5753
86401	Haec sunt opera magni animi et excelsi et prudentia consilio que fidentis	Cic.Off.1.81	5754
86402	temere autem in acie versari et manu cum hoste confligere immane quiddam et beluarum simile est	Cic.Off.1.81	5755
86403	sed cum tempus necessitas que postulat decertandum manu est et mors servituti turpitudini que anteponenda	Cic.Off.1.81	5756
86404	De evertendis autem diripiendis que urbibus valde considerandum est ne quid temere ne quid crudeliter	Cic.Off.1.82	5757
86405	Id que est magni viri rebus agitatis punire sontes multitudinem conservare in omni fortuna recta atque honesta retinere	Cic.Off.1.82	5758
86406	Ut enim sunt quem ad modum supra dixi qui urbanis rebus bellicas anteponant sic reperias multos quibus periculosa et calida consilia quietis et cogitatis splendidiora et maiora videantur	Cic.Off.1.82	5759
86407	Numquam omnino periculi fuga committendum est ut imbelles timidi que videamur sed fugiendum illud etiam ne offeramus nos periculis sine causa quo esse nihil potest stultius	Cic.Off.1.83	5760
86408	Quapropter in adeundis periculis consuetudo imitanda medicorum est qui leviter aegrotantes leniter curant gravioribus autem morbis periculosas curationes et ancipites adhibere coguntur	Cic.Off.1.83	5761
86409	Quare in tranquillo tempestatem adversam optare dementis est subvenire autem tempestati quavis ratione sapientis eo que magis si plus adipiscare re explicata boni quam addubitata mali	Cic.Off.1.83	5762
86410	Periculosae autem rerum actiones partim iis sunt qui eas suscipiunt partim rei publicae	Cic.Off.1.83	5763
86411	Itemque alii de vita alii de gloria et benivolentia civium in discrimen vocantur	Cic.Off.1.83	5764
86412	Promptiores igitur debemus esse ad nostra pericula quam ad communia dimicare que paratius de honore et gloria quam de ceteris commodis	Cic.Off.1.83	5765
86413	Inventi autem multi sunt qui non modo pecuniam sed etiam vitam profundere pro patria parati essent	Cic.Off.1.84	5766
88143	iidem gloriae iacturam ne minimam quidem facere vellent ne re publica quidem postulante ut Callicratidas qui cum Lacedaemoniorum dux fuisset Peloponnesiaco bello multa que fecisset egregie vertit ad extremum omnia cum consilio non paruit eorum qui classem ab Arginusis removendam ne c cum Atheniensibus dimicandum putabant	Cic.Off.1.84	5767
86415	quibus ille respondit Lacedaemonios classe illa amissa aliam parare posse se fugere sine suo dedecore non posse	Cic.Off.1.84	5768
86416	Atque haec quidem Lacedaemoniis plaga mediocris	Cic.Off.1.84	5769
88144	illa pestifera qua cum Cleombrotus invidiam timens temere cum Epaminonda conflixisset Lacedaemoniorum opes corruerunt	Cic.Off.1.84	5770
86417	Quanto Quintus Maximus melius	Cic.Off.1.84	5771
225187	de quo Ennius	Cic.Off.1.84	5772
86419	Unus homo nobis cunctando restituit rem	Cic.Off.1.84	5773
86420	non enim rumores ponebat ante salutem	Cic.Off.1.84	5774
86421	Ergo post que magis que viri nunc gloria claret	Cic.Off.1.84	5775
86422	Quod genus peccandi vitandum est etiam in rebus urbanis	Cic.Off.1.84	5776
86423	Sunt enim qui quod sentiunt etsi optimum sit tamen invidiae metu non audeant dicere	Cic.Off.1.84	5777
86424	Omnino qui rei publicae praefuturi sunt duo Platonis praecepta teneant unum ut utilitatem civium sic tueantur ut quaecumque agunt ad eam referant obliti commodorum suorum alterum ut totum corpus rei publicae curent ne dum partem aliquam tuentur reliquas deserant	Cic.Off.1.85	5778
86425	Ut enim tutela sic procuratio rei publicae ad eorum utilitatem qui commissi sunt non ad eorum quibus commissa est gerenda est	Cic.Off.1.85	5779
86428	Hinc apud Atheniensis magnae discordiae in nostra re publica non solum seditiones sed etiam pestifera bella civilia	Cic.Off.1.86	5782
86429	quae gravis et fortis civis et in re publica dignus principatu fugiet atque oderit tradet que se totum rei publicae ne que opes aut potentiam consectabitur totam que eam sic tuebitur ut omnibus consulat	Cic.Off.1.86	5783
86430	ne c vero criminibus falsis in odium aut invidiam quemquam vocabit omnino que ita iustitiae honestati que adhaerescet ut dum ea conservet quamvis graviter offendat mortem que oppetat potius quam deserat illa quae dixi	Cic.Off.1.86	5784
86431	Miserrima omnino est ambitio honorum que contentio de qua praeclare apud eundem est Platonem similiter facere eos qui inter se contenderent uter potius rem publicam administraret ut si nautae certarent quis eorum potissimum gubernaret	Cic.Off.1.87	5785
86432	Idem que praecipit ut eos adversarios existimemus qui arma contra ferant non eos qui suo iudicio tueri rem publicam velint	Cic.Off.1.87	5786
88145	qualis fuit inter Publium Africanum et Quintum Metellum sine acerbitate dissensio	Cic.Off.1.87	5787
86435	Ne c vero audiendi qui graviter inimicis irascendum putabunt id que magnanimi et fortis viri esse censebunt	Cic.Off.1.88	5788
86436	nihil enim laudabilius	Cic.Off.1.88	5789
88146	nihil magno et praeclaro viro dignius placabilitate atque clementia	Cic.Off.1.88	5790
86437	In liberis vero populis et in iuris aequabilitate exercenda etiam est facilitas et altitudo animi quae dicitur ne si irascamur aut intempestive accedentibus aut impudenter rogantibus in morositatem inutilem et odiosam incidamus	Cic.Off.1.88	5791
86438	Et tamen ita probanda est mansuetudo atque dementia ut adhibeatur rei publicae causa severitas sine qua administrari civitas non potest	Cic.Off.1.88	5792
86439	Omnis autem et animadversio et castigatio contumelia vacare debet ne que ad eius qui punitur aliquem aut verbis castigat sed ad rei publicae utilitatem referri	Cic.Off.1.88	5793
86440	Cavendum est etiam ne maior poena quam culpa sit et ne isdem de causis alii plectantur alii ne appellentur quidem	Cic.Off.1.89	5794
86441	Prohibenda autem maxime est ira in puniendo	Cic.Off.1.89	5795
86442	numquam enim iratus qui accedet ad poenam mediocritatem illam tenebit quae est inter nimium et parum quae placet Peripateticis et recte placet modo ne laudarent iracundiam et dicerent utiliter a natura datam	Cic.Off.1.89	5796
86443	Illa vero omnibus in rebus repudianda est optandum que ut ii qui praesunt rei publicae legum similes sint quae ad puniendum non iracundia sed aequitate dicuntur	Cic.Off.1.89	5797
86444	Atque etiam in rebus prosperis et ad voluntatem nostram fluentibus superbiam magnopere fastidium arrogantiam que fugiamus	Cic.Off.1.90	5798
86445	Nam ut adversas res sic secundas immoderate ferre levitatis est praeclara que est aequabilitas in omni vita et idem semper vultus eadem que frons ut de Socrate itemque de Gaio Laelio accepimus	Cic.Off.1.90	5799
86447	Philippum quidem Macedonum regem rebus gestis et gloria superatum a filio facilitate et humanitate video superiorem fuisse	Cic.Off.1.90	5800
86448	itaque alter semper magnus alter saepe turpissimus ut recte praecipere videantur qui monent ut quanto superiores simus tanto nos geramus summissius	Cic.Off.1.90	5801
86450	Panaetius quidem Africanum auditorem et familiarem suum solitum ait dicere ut equos propter crebras contentiones proeliorum ferocitate exsultantes domitoribus tradere soleant ut iis facilioribus possint uti sic homines secundis rebus effrenatos sibi que praefidentes tamquam in gyrum rationis et doctrinae duci oportere ut perspicerent rerum humanarum imbecillitatem varietatem que fortunae	Cic.Off.1.90	5802
86451	Atque etiam in secundissimis rebus maxime est utendum consilio amicorum iis que maior etiam quam ante tribuenda auctoritas	Cic.Off.1.91	5803
86452	Isdem que temporibus cavendum est ne assentatoribus patefaciamus auris ne ve adulari nos sinamus in quo falli facile est	Cic.Off.1.91	5804
86453	tales enim nos esse putamus ut iure laudemur	Cic.Off.1.91	5805
86454	ex quo nascuntur innumerabilia peccata cum homines inflati opinionibus turpiter irridentur et in maximis versantur erroribus	Cic.Off.1.91	5806
86455	Sed haec quidem hactenus	Cic.Off.1.91	5807
86456	Illud autem sic est iudicandum maximas geri res et maximi animi ab iis qui res publicas regant quod earum administratio latissime pateat ad plurimos que pertineat	Cic.Off.1.92	5808
86457	esse autem magni animi et fuisse multos etiam in vita otiosa qui aut investigarent aut conarentur magna quaedam sese que suarum rerum finibus continerent aut interiecti inter philosophos et eos qui rem publicam administrarent delectarentur re sua familiari non eam quidem omni ratione exaggerantes ne que excludentes ab eius usu suos potius que et amicis impertientes et rei publicae si quando usus esset	Cic.Off.1.92	5809
86458	Quae primum bene parta sit nullo ne que turpi quaestu ne que odioso	Cic.Off.1.92	5810
88148	deinde augeatur ratione diligentia parsimonia	Cic.Off.1.92	5811
88149	tum quam plurimis modo dignis se utilem praebeat ne c libidini potius luxuriae que quam liberalitati et beneficentiae pareat	Cic.Off.1.92	5812
86459	Haec praescripta servantem licet magnifice graviter animose que vivere atque etiam simpliciter fideliter	Cic.Off.1.92	5813
86460	Sequitur ut de una reliqua parte honestatis dicendum sit in qua verecundia et quasi quidam ornatus vitae temperantia et modestia omnis que sedatio perturbationum animi et rerum modus cernitur	Cic.Off.1.93	5814
86461	Hoc loco continetur id quod dici Latine decorum potest	Cic.Off.1.93	5815
86462	Graece enim πρέπον dicitur	Cic.Off.1.93	5816
86463	Huius vis ea est ut ab honesto non queat separari	Cic.Off.1.93	5817
86464	nam et quod decet honestum est et quod honestum est decet	Cic.Off.1.94	5818
86465	qualis autem differentia sit honesti et decori facilius intellegi quam explanari potest	Cic.Off.1.94	5819
86466	Quicquid est enim quod deceat id tum apparet cum antegressa est honestas	Cic.Off.1.94	5820
86467	Itaque non solum in hac parte honestatis de qua hoc loco disserendum est sed etiam in tribus superioribus quid deceat apparet	Cic.Off.1.94	5821
86468	Nam et ratione uti atque oratione prudenter et agere quod agas considerate omni que in re quid sit veri videre et tueri decet contra que falli errare labi decipi tam dedecet quam delirare et mente esse captum	Cic.Off.1.94	5822
86469	et iusta omnia decora sunt	Cic.Off.1.94	5823
88150	iniusta contra ut turpia sic indecora	Cic.Off.1.94	5824
86470	Similis est ratio fortitudinis	Cic.Off.1.94	5825
86471	Quod enim viriliter animo que magno fit id dignum viro et decorum videtur	Cic.Off.1.94	5826
88151	quod contra id ut turpe sic indecorum	Cic.Off.1.94	5827
86472	Quare pertinet quidem ad omnem honestatem hoc quod dico decorum et ita pertinet ut non recondita quadam ratione cernatur sed sit in promptu	Cic.Off.1.95	5828
86473	Est enim quiddam id que intellegitur in omni virtute quod deceat	Cic.Off.1.95	5829
86474	quod cogitatione magis a virtute potest quam re separari	Cic.Off.1.95	5830
86475	Ut venustas et pulchritudo corporis secerni non potest a valetudine sic hoc de quo loquimur decorum totum illud quidem est cum virtute confusum sed mente et cogitatione distinguitur	Cic.Off.1.95	5831
86476	Est autem eius discriptio duplex	Cic.Off.1.96	5832
86477	nam et generale quoddam decorum intellegimus quod in omni honestate versatur et aliud huic subiectum quod pertinet ad singulas partes honestatis	Cic.Off.1.96	5833
86478	Atque illud superius sic fere definiri solet	Cic.Off.1.96	5834
86479	decorum id esse quod consentaneum sit hominis excellentiae in eo in quo natura eius a reliquis animantibus differat	Cic.Off.1.96	5835
86480	Quae autem pars subiecta generi est eam sic definiunt ut id decorum velint esse quod ita naturae consentaneum sit ut in eo moderatio et temperantia appareat cum specie quadam liberali	Cic.Off.1.96	5836
86481	Haec ita intellegi possumus existimare ex eo decoro quod poetae sequuntur	Cic.Off.1.97	5837
86482	de quo alio loco plura dici solent	Cic.Off.1.97	5838
86483	Sed tum servare illud poëtas quod deceat dicimus cum id quod quaque persona dignum est et fit et dicitur ut si Aeacus aut Minos diceret óderint dum métuant aut natís sepulchro ipse ést parens indecorum videretur quod eos fuisse iustos accepimus	Cic.Off.1.97	5839
86487	at Atreo dicente plausus excitantur	Cic.Off.1.97	5840
86488	est enim digna persona oratio	Cic.Off.1.97	5841
86489	Sed poëtae quid quemque deceat ex persona iudicabunt	Cic.Off.1.97	5842
86490	nobis autem personam imposuit ipsa natura magna cum excellentia praestantia que animantium reliquarum	Cic.Off.1.97	5843
86491	Quocirca poëtae in magna varietate personarum etiam vitiosis quid conveniat et quid deceat videbunt	Cic.Off.1.98	5844
88153	nobis autem cum a natura constantiae moderationis temperantiae verecundiae partes datae sint cum que eadem natura doceat non neglegere quem ad modum nos adversus homines geramus efficitur ut et illud quod ad omnem honestatem pertinet decorum quam late fusum sit appareat et hoc quod spectatur in uno quoque genere virtutis	Cic.Off.1.98	5845
