sentence_id	sentence	ref	latintext	translation	translator	sent_order	norm_sentence	norm_text	sameEdition
78582	deponere volebant	Cic.Att.6.1.7	deponere uolebant:	queriam fazer o depósito:	José Dejalma Dezotti	4838	deponere uolebant	deponere uolebant	TRUE
78583	impetravi a Salaminiis ut silerent	Cic.Att.6.1.7	impetraui a Salaminis ut silerent.	obtive dos salamínios que calassem.	José Dejalma Dezotti	4839	impetraui a salaminiis ut silerent	impetraui a salaminis ut silerent	FALSE
78584	veniam illi quidem mihi dederunt sed quid iis fiet si huc Paulus venerit	Cic.Att.6.1.7	Veniam illi quidem mihi dederunt, sed quid iis fiet si huc Paulus uenerit?	Eles me fizeram esse favor, mas o que acontecerá a eles se Paulo vier aqui?	José Dejalma Dezotti	4840	ueniam illi quidem mihi dederunt sed quid iis fiet si huc paulus uenerit	ueniam illi quidem mihi dederunt sed quid iis fiet si huc paulus uenerit	TRUE
78585	sed totum hoc Bruto dedi	Cic.Att.6.1.7	Sed totum hoc Bruto dedi;	Mas eu concedi tudo isto a Bruto;	José Dejalma Dezotti	4841	sed totum hoc bruto dedi	sed totum hoc bruto dedi	TRUE
85881	qui de me ad te humanissimas litteras scripsit	Cic.Att.6.1.7	qui de me ad te humanissimas litteras scripsit,	e ele te escreveu uma carta muito compreensiva sobre mim,	José Dejalma Dezotti	4842	qui de me ad te humanissimas litteras scripsit	qui de me ad te humanissimas litteras scripsit	TRUE
85882	ad me autem etiam cum rogat aliquid contumaciter adroganter ἀκοινονοήτως solet scribere	Cic.Att.6.1.7	ad me autem, etiam cum rogat aliquid, contumaciter, adroganter, ἀκοινονοήτως solet scribere.	a mim, porém, mesmo quando pede algo, costuma escrever de modo contumaz, arrogante, *sem sentido comum*.	José Dejalma Dezotti	4843	ad me autem etiam cum rogat aliquid contumaciter adroganter κοινονοήτως solet scribere	ad me autem etiam cum rogat aliquid contumaciter adroganter κοινονοτως solet scribere	FALSE
78586	tu autem velim ad eum scribas de his rebus ut sciam quo modo haec accipiat	Cic.Att.6.1.7	Tu autem uelim ad eum scribas de his rebus, ut sciam quo modo haec accipiat;	Tu, porém, eu gostaria que escrevesses a ele sobre essas coisas, para que eu saiba como ele toma isso;	José Dejalma Dezotti	4844	tu autem uelim ad eum scribas de his rebus ut sciam quo modo haec accipiat	tu autem uelim ad eum scribas de his rebus ut sciam quo modo haec accipiat	TRUE
85883	facies enim me certiorem	Cic.Att.6.1.7	facies enim me certiorem.	pois tu me informarás.	José Dejalma Dezotti	4845	facies enim me certiorem	facies enim me certiorem	TRUE
78587	atque haec superioribus litteris diligenter ad te perscripseram sed plane te intellegere volui mihi non excidisse illud quod tu ad me quibusdam litteris scripsisses si nihil aliud de hac provincia nisi illius benevolentiam deportassem mihi id satis esse	Cic.Att.6.1.7	Atque haec superioribus litteris diligenter ad te perscripseram, sed plane te intellegere uolui mihi non excidisse illud quod tu ad me quibusdam litteris scripsisses, si nihil aliud de hac prouincia nisi illius beneuolentiam deportassem, mihi id satis esse.	E, em carta anterior, eu te havia escrito isto detalhadamente, mas quis que compreendesses claramente que não me esqueci daquilo que tu me tinhas escrito em um determinada carta: se eu não tivesse levado desta província nenhuma outra coisa a não ser a boa disposição dele, isso me seria suficiente.	José Dejalma Dezotti	4846	atque haec superioribus litteris diligenter ad te perscripseram sed plane te intellegere uolui mihi non excidisse illud quod tu ad me quibusdam litteris scripsisses si nihil aliud de hac prouincia nisi illius beneuolentiam deportassem mihi id satis esse	atque haec superioribus litteris diligenter ad te perscripseram sed plane te intellegere uolui mihi non excidisse illud quod tu ad me quibusdam litteris scripsisses si nihil aliud de hac prouincia nisi illius beneuolentiam deportassem mihi id satis esse	TRUE
78588	sit sane quoniam ita tu vis sed tamen cum eo credo quod sine peccato meo fiat	Cic.Att.6.1.7	Sit sane, quoniam ita tu uis, sed tamen cum eo, credo, quod sine peccato meo fiat.	Que seja, já que tu queres assim, mas contudo, creio, com a condição de que se faça sem transgressão minha.	José Dejalma Dezotti	4847	sit sane quoniam ita tu uis sed tamen cum eo credo quod sine peccato meo fiat	sit sane quoniam ita tu uis sed tamen cum eo credo quod sine peccato meo fiat	TRUE
78589	igitur meo decreto soluta res Scaptio stat	Cic.Att.6.1.7	Igitur meo decreto soluta res Scaptio statim.	Portanto, por meu decreto, a coisa foi imediatamente resolvida para Escápcio.	José Dejalma Dezotti	4848	igitur meo decreto soluta res scaptio stat	igitur meo decreto soluta res scaptio statim	FALSE
78590	quam id rectum sit tu iudicabis	Cic.Att.6.1.7	Quam id rectum sit tu iudicabis;	O quanto isso é justo tu julgarás;	José Dejalma Dezotti	4849	quam id rectum sit tu iudicabis	quam id rectum sit tu iudicabis	TRUE
85884	ne ad Catonem quidem provocabo	Cic.Att.6.1.7	ne ad Catonem quidem prouocabo.	não vou apelar nem mesmo a Catão.	José Dejalma Dezotti	4850	ne ad catonem quidem prouocabo	ne ad catonem quidem prouocabo	TRUE
78591	sed noli me putare ἐγκελεύσματα illa tua abiecisse quae mihi in visceribus haerent	Cic.Att.6.1.8	**8** Sed noli me putare ἐγκελεύσματα illa tua abiecisse, quae mihi in uisceribus haerent.	**8** Mas não julgues que eu rechacei aqueles teus *avisos* que estão gravados em minhas vísceras.	José Dejalma Dezotti	4851	sed noli me putare γκελεσματα illa tua abiecisse quae mihi in uisceribus haerent	sed noli me putare γκελεσματα illa tua abiecisse quae mihi in uisceribus haerent	TRUE
78592	flens mihi meam famam commendasti	Cic.Att.6.1.8	Flens mihi meam famam commendasti;	Chorando, me encomendaste a minha reputação;	José Dejalma Dezotti	4852	flens mihi meam famam commendasti	flens mihi meam famam commendasti	TRUE
85885	quae epistula tua est in qua non eius mentionem facias	Cic.Att.6.1.8	quae epistula tua est in qua mentionem non facias?	que carta tua há em que não faças menção a ela?	José Dejalma Dezotti	4853	quae epistula tua est in qua non eius mentionem facias	quae epistula tua est in qua mentionem non facias	FALSE
78593	itaque irascatur qui volet	Cic.Att.6.1.8	Itaque irascatur qui uolet,	Por isso que fique irritado quem quiser,	José Dejalma Dezotti	4854	itaque irascatur qui uolet	itaque irascatur qui uolet	TRUE
85886	patiar	Cic.Att.6.1.8	patiar;	eu suportarei;	José Dejalma Dezotti	4855	patiar	patiar	TRUE
78594	τὸ γὰρ εὖ μετ᾽ ἐμοῦ praesertim cum sex libris tamquam praedibus me ipse obstrinxerim quos tibi tam valde probari gaudeo	Cic.Att.6.1.8	“τὸ γὰρ εὖ μετ' ἐμοῦ”, praesertim cum sex libris tamquam praedibus me ipse obstrinxerim, quos tibi tam ualde probari gaudeo.	“*pois o bem está do meu lado*”, principalmente quando eu próprio me sujeitei a seis livros como garantias, os quais fico contente que sejam tão grandemente aprovados por ti.	José Dejalma Dezotti	4856	τ γρ ε μετ μο praesertim cum sex libris tamquam praedibus me ipse obstrinxerim quos tibi tam ualde probari gaudeo	τ γρ ε μετ μο praesertim cum sex libris tamquam praedibus me ipse obstrinxerim quos tibi tam ualde probari gaudeo	TRUE
78595	e quibus unum ἱστορικὸν requiris de Gnaio Flavio Anni filio	Cic.Att.6.1.8	E quibus unum ἱστορικὸν requiris de Cn. Flauio, Anni filio.	Destes perguntas um único ponto histórico a respeito de Cneu Flávio, filho de Ânio.	José Dejalma Dezotti	4857	e quibus unum στορικν requiris de gnaio flauio anni filio	e quibus unum στορικν requiris de cn flauio anni filio	FALSE
78596	ille vero ante decemviros non fuit quippe qui aedilis curulis fuerit qui magistratus multis annis post decemviros institutus est	Cic.Att.6.1.8	Ille uero ante decemuiros non fuit, quippe qui aedilis curulis fuerit, qui magistratus multis annis post decemuiros institutus est.	Ele, na verdade, não existiu antes dos decênviros, visto que ele foi edil curul, magistratura que foi instituída muitos anos depois dos decênviros.	José Dejalma Dezotti	4858	ille uero ante decemuiros non fuit quippe qui aedilis curulis fuerit qui magistratus multis annis post decemuiros institutus est	ille uero ante decemuiros non fuit quippe qui aedilis curulis fuerit qui magistratus multis annis post decemuiros institutus est	TRUE
78597	quid ergo profecit quod protulit fastos	Cic.Att.6.1.8	Quid ergo profecit, quod protulit fastos?	De que serviu então o fato de ter publicado o calendário?	José Dejalma Dezotti	4859	quid ergo profecit quod protulit fastos	quid ergo profecit quod protulit fastos	TRUE
78598	occultatam putant quodam tempore istam tabulam ut dies agendi peterentur a paucis	Cic.Att.6.1.8	Occultatam putant quodam tempore istam tabulam, ut dies agendi peterentur a paucis;	Creem que essa tabuinha esteve oculta por um certo tempo, para que os dias hábeis fossem consultados por poucos;	José Dejalma Dezotti	4860	occultatam putant quodam tempore istam tabulam ut dies agendi peterentur a paucis	occultatam putant quodam tempore istam tabulam ut dies agendi peterentur a paucis	TRUE
78599	nec vero pauci sunt auctores Gnaium Flavium scribam fastos protulisse actiones que composuisse ne me hoc vel potius Africanum is enim loquitur commentum putes	Cic.Att.6.1.8	nec uero pauci sunt auctores Cn. Flauium scribam fastos protulisse actionesque composuisse, ne me hoc uel potius Africanum (is enim loquitur) commentum putes;	e, na verdade, não são poucos os autores que sustentam que o escriba Cneu Flávio publicou o calendário e compôs as ações, não penses que eu ou antes o Africano (pois é ele que fala) inventamos uma ficção;	José Dejalma Dezotti	4861	nec uero pauci sunt auctores gnaium flauium scribam fastos protulisse actionesque composuisse ne me hoc uel potius africanum is enim loquitur commentum putes	nec uero pauci sunt auctores cn flauium scribam fastos protulisse actionesque composuisse ne me hoc uel potius africanum is enim loquitur commentum putes	FALSE
78600	οὐκ ἔλαθέ σε illud de gestu histrionis	Cic.Att.6.1.8	οὐκ ἔλαθέ σε illud de gestu histrionis?	*não te passou despercebido* aquilo sobre o gesto do ator?	José Dejalma Dezotti	4862	οκ λαθέ σε illud de gestu histrionis	οκ λαθ σε illud de gestu histrionis	FALSE
78601	tu sceleste suspicaris	Cic.Att.6.1.8	Tu sceleste suspicaris,	Tu suspeitas de modo criminoso,	José Dejalma Dezotti	4863	tu sceleste suspicaris	tu sceleste suspicaris	TRUE
85888	ego ἀφελῶς scripsi	Cic.Att.6.1.8	ego ἀφελῶς scripsi.	eu escrevi *sem segundas intenções*.	José Dejalma Dezotti	4864	ego φελς scripsi	ego φελς scripsi	TRUE
78602	de me imperatore scribis te ex Philotimi litteris cognosse sed credo te iam in Epiro cum esses binas meas de omnibus rebus accepisse unas a Pindenisso capto alteras Laodicea utrasque tuis pueris datas	Cic.Att.6.1.9	**9** De me imperatore scribis te ex Philotimi litteris cognosse; sed credo te, iam in Epiro cum esses, binas meas de omnibus rebus accepisse, unas a Pindenisso capto, alteras Laodicea, utrasque tuis pueris datas.	**9** A respeito de minha aclamação como imperator, escreves que ficaste sabendo por uma carta de Filótimo; mas creio que tu, já que estás em Epiro, recebeu duas minhas sobre todos os assuntos, uma após a tomada de Pindenisso, outra de Laodicéia, ambas entregues a teus escravos.	José Dejalma Dezotti	4865	de me imperatore scribis te ex philotimi litteris cognosse sed credo te iam in epiro cum esses binas meas de omnibus rebus accepisse unas a pindenisso capto alteras laodicea utrasque tuis pueris datas	de me imperatore scribis te ex philotimi litteris cognosse sed credo te iam in epiro cum esses binas meas de omnibus rebus accepisse unas a pindenisso capto alteras laodicea utrasque tuis pueris datas	TRUE
78603	quibus de rebus propter casum navigandi per binos tabellarios misi Romam publice litteras	Cic.Att.6.1.9	Quibus de rebus propter casum nauigandi per binos tabellarios misi Romam publice litteras.	Sobre esses assuntos, enviei oficialmente a Roma uma carta por intermédio de dois carteiros por causa dos riscos do mar.	José Dejalma Dezotti	4866	quibus de rebus propter casum nauigandi per binos tabellarios misi romam publice litteras	quibus de rebus propter casum nauigandi per binos tabellarios misi romam publice litteras	TRUE
78604	de Tullia mea tibi adsentior scripsi que ad eam et ad Terentiam mihi placere	Cic.Att.6.1.10	**10** De Tullia mea tibi adsentior scripsique ad eam et ad Terentiam mihi placere;	**10** A respeito de Túlia, estou de acordo contigo e escrevi a ela e a Terência que me agrada;	José Dejalma Dezotti	4867	de tullia mea tibi adsentior scripsique ad eam et ad terentiam mihi placere	de tullia mea tibi adsentior scripsique ad eam et ad terentiam mihi placere	TRUE
78605	tu enim ad me iam ante scripseras	Cic.Att.6.1.10	tu enim ad me iam ante scripseras	pois tu já tinhas me escrito antes	José Dejalma Dezotti	4868	tu enim ad me iam ante scripseras	tu enim ad me iam ante scripseras	TRUE
89038	ac vellem te in tuum veterem gregem rettulisses	Cic.Att.6.1.10	“ac uellem te in tuum ueterem gregem rettulisses”.	“e eu queria que voltasses ao teu antigo grupo”.	José Dejalma Dezotti	4869	ac uellem te in tuum ueterem gregem rettulisses	ac uellem te in tuum ueterem gregem rettulisses	TRUE
78606	correcta vero epistula Memmiana nihil negoti fuit	Cic.Att.6.1.10	Correcta uero epistula Memmiana nihil negoti fuit;	Corrigida a carta de Mêmio, não houve nenhum problema;	José Dejalma Dezotti	4870	correcta uero epistula memmiana nihil negoti fuit	correcta uero epistula memmiana nihil negoti fuit	TRUE
85889	multo enim malo hunc a Pontidia quam illum a Servilia	Cic.Att.6.1.10	multo enim malo hunc a Pontidia quam illum a Seruilia.	pois eu prefiro em muito este candidato de Pontídia do que aquele de Servília.	José Dejalma Dezotti	4871	multo enim malo hunc a pontidia quam illum a seruilia	multo enim malo hunc a pontidia quam illum a seruilia	TRUE
78607	qua re adiunges Saufeium nostrum hominem semper amantem mei nunc credo eo magis quod debet etiam fratris Appi amorem erga me cum reliqua hereditate crevisse	Cic.Att.6.1.10	Qua re adiunges Saufeium nostrum, hominem semper amantem mei, nunc credo eo magis quod debet etiam fratris Appi amorem erga me cum reliqua hereditate creuisse,	Por isso busca o nosso amigo Saufeio, homem que sempre me estimou, agora ainda mais, creio, porque deve ter acrescentado, junto com a herança restante, o afeto de seu irmão Ápio para comigo,	José Dejalma Dezotti	4872	qua re adiunges saufeium nostrum hominem semper amantem mei nunc credo eo magis quod debet etiam fratris appi amorem erga me cum reliqua hereditate creuisse	qua re adiunges saufeium nostrum hominem semper amantem mei nunc credo eo magis quod debet etiam fratris appi amorem erga me cum reliqua hereditate creuisse	TRUE
85890	qui declaravit quanti me faceret cum saepe tum in Bursa	Cic.Att.6.1.10	qui declarauit quanti me faceret cum saepe tum in Bursa.	o qual declarou frequentemente o quanto me apreciava, especialmente no caso de Bursa.	José Dejalma Dezotti	4873	qui declarauit quanti me faceret cum saepe tum in bursa	qui declarauit quanti me faceret cum saepe tum in bursa	TRUE
78608	ne tu me sollicitudine magna liberaris	Cic.Att.6.1.10	Ne tu me sollicitudine magna liberaris.	Certamente tu me livrarás de uma grande preocupação.	José Dejalma Dezotti	4874	ne tu me sollicitudine magna liberaris	ne tu me sollicitudine magna liberaris	TRUE
78609	Furni exceptio mihi non placet	Cic.Att.6.1.11	**11** Furni exceptio mihi non placet;	**11** A exceção de Fúrnio não me agrada;	José Dejalma Dezotti	4875	furni exceptio mihi non placet	furni exceptio mihi non placet	TRUE
85891	nec enim ego ullum aliud tempus timeo nisi quod ille solum excipit	Cic.Att.6.1.11	nec enim ego ullum aliud tempus timeo nisi quod ille solum excipit.	pois eu não temo nenhum outro período, a não ser o único que ele excetua.	José Dejalma Dezotti	4876	nec enim ego ullum aliud tempus timeo nisi quod ille solum excipit	nec enim ego ullum aliud tempus timeo nisi quod ille solum excipit	TRUE
78610	sed scriberem ad te de hoc plura si Romae esses	Cic.Att.6.1.11	Sed scriberem ad te de hoc plura, si Romae esses.	Mas eu te escreveria mais sobre isso, se estivesses em Roma.	José Dejalma Dezotti	4877	sed scriberem ad te de hoc plura si romae esses	sed scriberem ad te de hoc plura si romae esses	TRUE
78611	in Pompeio te spem omnem oti ponere non miror	Cic.Att.6.1.11	In Pompeio te spem omnem oti ponere non miror;	Não fico surpreso que ponhas em Pompeu toda esperança de paz;	José Dejalma Dezotti	4878	in pompeio te spem omnem oti ponere non miror	in pompeio te spem omnem oti ponere non miror	TRUE
78612	ita res est removendum que censeo illud dissimulantem	Cic.Att.6.1.11	ita res est, remouendumque censeo illud “dissimulantem”.	assim está a coisa e penso que deve ser removido aquele “dissimulando”.	José Dejalma Dezotti	4879	ita res est remouendumque censeo illud dissimulantem	ita res est remouendumque censeo illud dissimulantem	TRUE
78613	sed enim οἰκονομία si perturbatior est tibi adsignato	Cic.Att.6.1.11	Sed enim οἰκονομία si perturbatior est, tibi adsignato;	Mas, com efeito, se minha *ordem* está mais caótica, pôe em ti a culpa;	José Dejalma Dezotti	4880	sed enim οκονομία si perturbatior est tibi adsignato	sed enim οκονομα si perturbatior est tibi adsignato	FALSE
78614	te enim sequor σχεδιάζοντα	Cic.Att.6.1.11	te enim sequor σχεδιάζοντα.	pois sigo tuas *improvisações*.	José Dejalma Dezotti	4881	te enim sequor σχεδιάζοντα	te enim sequor σχεδιζοντα	FALSE
78615	Cicerones pueri amant inter se	Cic.Att.6.1.12	**12** Cicerones pueri amant inter se,	**12** Os meninos Cíceros se estimam entre si,	José Dejalma Dezotti	4882	cicerones pueri amant inter se	cicerones pueri amant inter se	TRUE
85892	exercentur sed discunt	Cic.Att.6.1.12	discunt, exercentur;	aprendem, se exercitam;	José Dejalma Dezotti	4883	exercentur sed discunt	discunt exercentur	FALSE
85893	alter uti dixit Isocrates in Ephoro et Theopompo frenis eget alter calcaribus	Cic.Att.6.1.12	sed alter, ut Isocrates dixit in Ephoro et Theopompo, frenis eget, alter calcaribus.	mas um, como disse Isócrates em relação a Éforo e a Teopompo, precisa de freio, o outro, de espora.	José Dejalma Dezotti	4884	alter uti dixit isocrates in ephoro et theopompo frenis eget alter calcaribus	sed alter ut isocrates dixit in ephoro et theopompo frenis eget alter calcaribus	FALSE
78616	Quinto togam puram Liberalibus cogitabam dare	Cic.Att.6.1.12	Quinto togam puram Liberalibus cogitabam dare;	Penso em dar a toga branca a Quinto nas Liberalia;	José Dejalma Dezotti	4885	quinto togam puram liberalibus cogitabam dare	quinto togam puram liberalibus cogitabam dare	TRUE
85894	mandavit enim pater	Cic.Att.6.1.12	mandauit enim pater.	pois seu pai me encarregou.	José Dejalma Dezotti	4886	mandauit enim pater	mandauit enim pater	TRUE
78617	ea sic observabo quasi intercalatum non sit	Cic.Att.6.1.12	Ea sic obseruabo quasi intercalatum non sit.	Vou considerar como se não houvesse intercalação de dia.	José Dejalma Dezotti	4887	ea sic obseruabo quasi intercalatum non sit	ea sic obseruabo quasi intercalatum non sit	TRUE
78618	Dionysius mihi quidem in amoribus est	Cic.Att.6.1.12	Dionysius mihi quidem in amoribus est.	Dionísio goza de minha afeição.	José Dejalma Dezotti	4888	dionysius mihi quidem in amoribus est	dionysius mihi quidem in amoribus est	TRUE
85895	pueri autem aiunt eum furenter irasci	Cic.Att.6.1.12	Pueri autem aiunt eum furenter irasci;	Os meninos, porém, dizem que ele fica furiosamente irritado;	José Dejalma Dezotti	4889	pueri autem aiunt eum furenter irasci	pueri autem aiunt eum furenter irasci	TRUE
85896	sed homo ne c doctior ne c sanctior fieri potest ne c tui mei que amantior	Cic.Att.6.1.12	sed homo nec doctior nec sanctior fieri potest nec tui meique amantior.	mas não pode haver um homem mais sábio, nem mais virtuoso, nem mais afetuoso contigo e comigo.	José Dejalma Dezotti	4890	sed homo nec doctior nec sanctior fieri potest nec tui meique amantior	sed homo nec doctior nec sanctior fieri potest nec tui meique amantior	TRUE
78619	Thermum Silium vere audis laudari	Cic.Att.6.1.13	**13** Thermum, Silium uere audis laudari;	**13** Ouves que Termo e Sílio são louvados com razão;	José Dejalma Dezotti	4891	thermum silium uere audis laudari	thermum silium uere audis laudari	TRUE
78620	valde honeste se gerunt	Cic.Att.6.1.13	ualde se honeste gerunt.	eles se comportam muito honestamente.	José Dejalma Dezotti	4892	ualde honeste se gerunt	ualde se honeste gerunt	FALSE
78621	adde Marcum Nonium Bibulum me si voles	Cic.Att.6.1.13	Adde M. Nonium, Bibulum, me si uoles.	Acrescenta Marco Nônio, Bíbulo e a mim, se quiseres.	José Dejalma Dezotti	4893	adde marcum nonium bibulum me si uoles	adde m nonium bibulum me si uoles	FALSE
78622	iam Scrofa vellem haberet ubi posset	Cic.Att.6.1.13	Iam Scrofa uellem haberet ubi posset;	Queria que Escrofa tivesse agora onde tivesse mais poder;	José Dejalma Dezotti	4894	iam scrofa uellem haberet ubi posset	iam scrofa uellem haberet ubi posset	TRUE
85898	est enim lautum negotium	Cic.Att.6.1.13	est enim lautum negotium.	pois é um esplêndido indivíduo.	José Dejalma Dezotti	4895	est enim lautum negotium	est enim lautum negotium	TRUE
78623	ceteri infirmant πολίτευμα Catonis	Cic.Att.6.1.13	Ceteri firmant πολίτευμα Catonis.	Os demais consolidam *o sistema político* de Catão.	José Dejalma Dezotti	4896	ceteri infirmant πολίτευμα catonis	ceteri firmant πολτευμα catonis	FALSE
78624	Hortensio quod causam meam commendas valde gratum	Cic.Att.6.1.13	Hortensio quod causam meam commendas ualde gratum.	Por recomendares minha causa a Hortênsio, fico muito agradecido.	José Dejalma Dezotti	4897	hortensio quod causam meam commendas ualde gratum	hortensio quod causam meam commendas ualde gratum	TRUE
78625	de Amiano spei nihil putat esse Dionysius	Cic.Att.6.1.13	De Amiano, spei nihil putat esse Dionysius.	A respeito de Amiano, Dionísio considera não haver nenhuma esperana.	José Dejalma Dezotti	4898	de amiano spei nihil putat esse dionysius	de amiano spei nihil putat esse dionysius	TRUE
78626	Terenti nullum vestigium adgnovi	Cic.Att.6.1.13	Terenti nullum uestigium agnoui.	Não percebi nenhum vestígio de Terêncio.	José Dejalma Dezotti	4899	terenti nullum uestigium adgnoui	terenti nullum uestigium agnoui	FALSE
78627	Moeragenes certe periit	Cic.Att.6.1.13	Moeragenes certe periit;	Merágenes sem dúvida morreu;	José Dejalma Dezotti	4900	moeragenes certe periit	moeragenes certe periit	TRUE
78628	feci iter per eius possessionem in qua animal reliquum nullum est	Cic.Att.6.1.13	feci iter per eius possessionem, in qua animal reliquum nullum est.	fiz um percurso por sua propriedade e nela não resta nenhum ser vivo.	José Dejalma Dezotti	4901	feci iter per eius possessionem in qua animal reliquum nullum est	feci iter per eius possessionem in qua animal reliquum nullum est	TRUE
78629	haec non noram tum cum Democrito tuo cum locutus sum	Cic.Att.6.1.13	Haec non noram tum cum de ea re cum Democrito tuo locutus sum.	Isto eu não sabia quando falei sobre essas coisas com o teu Demócrito.	José Dejalma Dezotti	4902	haec non noram tum cum democrito tuo cum locutus sum	haec non noram tum cum de ea re cum democrito tuo locutus sum	FALSE
78630	Rhosica vasa mandavi	Cic.Att.6.1.13	Rhosica uasa mandaui.	Encarreguei as vasilhas de Roso.	José Dejalma Dezotti	4903	rhosica uasa mandaui	rhosica uasa mandaui	TRUE
78631	sed heus tu quid cogitas	Cic.Att.6.1.13	Sed heus tu, quid cogitas?	Mas olha lá\! o que estás pensando?	José Dejalma Dezotti	4904	sed heus tu quid cogitas	sed heus tu quid cogitas	TRUE
78633	in felicatis lancibus et splendidissimis canistris holusculis nos soles pascere	Cic.Att.6.1.13	In felicatis lancibus et splendidissimis canistris holusculis nos soles pascere:	Costumas nos alimentar com verdurinhas em pratos cinzelados com folhas de feto e em magníficos cestos:	José Dejalma Dezotti	4905	in felicatis lancibus et splendidissimis canistris holusculis nos soles pascere	in felicatis lancibus et splendidissimis canistris holusculis nos soles pascere	TRUE
85899	quid te in vasis fictilibus appositurum putem	Cic.Att.6.1.13	quid te in uasis fictilibus appositurum putem?	o que eu devo pensar que porás em vasilhas de barro?	José Dejalma Dezotti	4906	quid te in uasis fictilibus appositurum putem	quid te in uasis fictilibus appositurum putem	TRUE
78634	κέρας Phemio mandatum est	Cic.Att.6.1.13	κέρας Phemio mandatum est.	Uma flauta foi encarregada a Fêmio.	José Dejalma Dezotti	4907	κέρας phemio mandatum est	κρας phemio mandatum est	FALSE
85900	reperietur modo aliquid illo dignum canat	Cic.Att.6.1.13	Reperietur, modo aliquid illo dignum canat.	Será encontrada, desde que cante algo digno dela.	José Dejalma Dezotti	4908	reperietur modo aliquid illo dignum canat	reperietur modo aliquid illo dignum canat	TRUE
78635	Parthicum bellum impendet	Cic.Att.6.1.14	**14** Parthicum bellum inpendet.	**14** É iminente a guerra dos partos.	José Dejalma Dezotti	4909	parthicum bellum impendet	parthicum bellum inpendet	FALSE
78636	Cassius ineptas litteras misit	Cic.Att.6.1.14	Cassius ineptas litteras misit,	Cássio enviou uma carta inepta,	José Dejalma Dezotti	4910	cassius ineptas litteras misit	cassius ineptas litteras misit	TRUE
85901	necdum Bibuli erant adlatae	Cic.Att.6.1.14	necdum Bibuli erant adlatae;	e a de Bíbulo ainda não chegou;	José Dejalma Dezotti	4911	necdum bibuli erant adlatae	necdum bibuli erant adlatae	TRUE
78637	quibus recitatis puto fore ut aliquando commoveatur senatus	Cic.Att.6.1.14	quibus recitatis puto fore ut aliquando commoueatur senatus.	lidas essas coisas, acho que enfim o senado haverá de se mover.	José Dejalma Dezotti	4912	quibus recitatis puto fore ut aliquando commoueatur senatus	quibus recitatis puto fore ut aliquando commoueatur senatus	TRUE
78638	equidem sum in magna animi perturbatione	Cic.Att.6.1.14	Equidem sum in magna animi perturbatione.	Na verdade estou numa grande perturbação de ânimo.	José Dejalma Dezotti	4913	equidem sum in magna animi perturbatione	equidem sum in magna animi perturbatione	TRUE
78639	si ut opto non prorogatur nostrum negotium habeo Iunium et Quintilem in metu	Cic.Att.6.1.14	Si, ut opto, non prorogatur nostrum negotium, habeo Iunium et Quintilem in metu.	Se, como desejo, minha tarefa não é prorrogada, tenho junho e quintil \[julho\] em medo.	José Dejalma Dezotti	4914	si ut opto non prorogatur nostrum negotium habeo iunium et quintilem in metu	si ut opto non prorogatur nostrum negotium habeo iunium et quintilem in metu	TRUE
78640	esto	Cic.Att.6.1.14	Esto;	Seja;	José Dejalma Dezotti	4915	esto	esto	TRUE
85902	duos quidem mensis sustinebit Bibulus	Cic.Att.6.1.14	duo quidem mensis sustinebit Bibulus.	Bíbulo, na verdade, resistirá por dois meses.	José Dejalma Dezotti	4916	duos quidem mensis sustinebit bibulus	duo quidem mensis sustinebit bibulus	FALSE
78641	quid illo fiet quem reliquero praesertim si fratrem	Cic.Att.6.1.14	Quid illo fiet quem reliquero, praesertim si fratrem?	O que acontecerá com aquele que eu deixar, principalmente se é meu irmão?	José Dejalma Dezotti	4917	quid illo fiet quem reliquero praesertim si fratrem	quid illo fiet quem reliquero praesertim si fratrem	TRUE
78642	quid me autem si non tam cito decedo	Cic.Att.6.1.14	Quid me autem, si non tam cito decedo?	E comigo, se não parto tão rápido?	José Dejalma Dezotti	4918	quid me autem si non tam cito decedo	quid me autem si non tam cito decedo	TRUE
78643	Magna turba est	Cic.Att.6.1.14	Magna turba est.	É um grande problema.	José Dejalma Dezotti	4919	magna turba est	magna turba est	TRUE
78644	mihi tamen cum Deiotaro convenit ut ille in meis castris esset cum suis copiis omnibus	Cic.Att.6.1.14	Mihi tamen cum Deiotaro conuenit ut ille in meis castris esset cum suis copiis omnibus;	Para mim, contudo, convim com Dejótaro para que ele estivesse com todas as suas tropas em meu acampamento;	José Dejalma Dezotti	4920	mihi tamen cum deiotaro conuenit ut ille in meis castris esset cum suis copiis omnibus	mihi tamen cum deiotaro conuenit ut ille in meis castris esset cum suis copiis omnibus	TRUE
78645	habet autem cohortis quadringenarias nostra armatura triginta equitum duo milia	Cic.Att.6.1.14	habet autem cohortis quadringenarias nostra armatura XXX, equitum CI CI.	ele tem trinta coortes de quatrocentos homens, armadas a nosso estilo e dois mil cavaleiros.	José Dejalma Dezotti	4921	habet autem cohortis quadringenarias nostra armatura triginta equitum duo milia	habet autem cohortis quadringenarias nostra armatura xxx equitum ci ci	FALSE
